model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge,open,trained_from_scratch
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.56,1235814400,128256,131072,✓,✗,(✓),✓
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.58,1195468800,65536,2048,✓,✗,(✓),✓
<a href='https://hf.co/TurkuNLP/finnish-modernbert-tiny'>TurkuNLP/finnish-modernbert-tiny</a>,🔍,3.58,51647616,27264,16000,✓,✗,(✓),✗
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,3.58,3482503680,49152,2048,✓,✗,(✓),✗
<a href='https://hf.co/mideind/IceBERT'>mideind/IceBERT</a>,🔍,3.59,162944162,50000,514,✓,✗,(✓),✗
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.60,93990500,65636,512,✓,✗,(✓),✓
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m'>AI-Sweden-Models/gpt-sw3-356m</a>,🧠,3.61,470607872,64000,2048,✓,✗,(✓),✗
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.62,6120003328,200192,131072,✓,✗,(✓),✗
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,3.62,2061162016,128000,,✓,✗,(✓),✓
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.62,5123178979,262144,8192,✓,✗,(✓),✓
<a href='https://hf.co/neurocode/IsRoBERTa'>neurocode/IsRoBERTa</a>,🔍,3.62,83452418,52000,514,✓,✗,(✓),✗
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,3.63,1791080448,120818,262144,✓,✗,(✓),✓
<a href='https://hf.co/mideind/IceBERT-igc'>mideind/IceBERT-igc</a>,🔍,3.63,124494162,50000,514,✓,✗,(✓),✗
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,3.70,3836021760,200064,131072,✓,✗,(✓),✓
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.71,949685760,128256,4096,✗,✗,(✓),✓
<a href='https://hf.co/marksverdhei/modern-norbert3-large'>marksverdhei/modern-norbert3-large</a>,🔍,3.74,354290512,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.78,2611528704,128000,4096,✓,✗,(✓),✓
<a href='https://hf.co/vesteinn/ScandiBERT'>vesteinn/ScandiBERT</a>,🔍,3.79,124548012,50005,514,✓,✗,(✓),✓
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.82,268098176,262144,32768,✓,✗,(✓),✓
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.83,2611528704,128000,4096,✓,✗,(✓),✓
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.91,1170340608,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.91,742489344,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.94,1235814400,128256,131072,✓,✗,(✓),✓
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,3.95,,103424,131072,✓,✗,(✓),✗
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.95,1170340608,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,3.97,186112512,64000,2048,✓,✗,(✓),✗
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,3.97,1170340608,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,4.01,470607872,64000,2048,✓,✗,(✓),✗
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.03,353424384,65536,2048,✓,✗,(✓),✓
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.07,361821120,49152,8192,✓,✗,(✓),✓
<a href='https://hf.co/HPLT/hplt2c_swe_checkpoints'>HPLT/hplt2c_swe_checkpoints</a>,🧠,4.09,,262272,2048,✓,✗,(✓),✗
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.10,354483968,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.11,361821120,49152,8192,✓,✗,(✓),✓
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.12,134515008,49152,8192,✓,✗,(✓),✓
<a href='https://hf.co/HPLT/hplt2c_nob_checkpoints'>HPLT/hplt2c_nob_checkpoints</a>,🧠,4.13,,262272,2048,✓,✗,(✓),✗
<a href='https://hf.co/NbAiLab/borealis-270m-instruct-preview'>NbAiLab/borealis-270m-instruct-preview (val)</a>,📝,4.13,268098176,262144,32768,✓,✗,(✓),✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>,🤔,4.18,1777088000,151936,131072,✓,✗,(✓),✓
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.19,268098176,262144,32768,✓,✗,(✓),✓
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.19,359431168,128256,4096,✗,✗,(✓),✓
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.20,107908288,65536,262144,✓,✗,(✓),✓
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.22,134515008,49152,8192,✓,✗,(✓),✓
<a href='https://hf.co/marksverdhei/modern-norbert3-xs'>marksverdhei/modern-norbert3-xs</a>,🔍,4.22,15000272,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.22,1170340608,65536,128000,✗,✗,(✓),✓
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.25,949685760,128256,32768,✗,✗,(✓),✓
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.25,107908288,65536,262144,✓,✗,(✓),✓
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,4.27,186112512,64000,2048,✓,✗,(✓),✗
<a href='https://hf.co/HPLT/hplt2c_isl_checkpoints'>HPLT/hplt2c_isl_checkpoints</a>,🧠,4.30,,262272,2048,✓,✗,(✓),✗
<a href='https://hf.co/openai-community/gpt2-medium'>openai-community/gpt2-medium</a>,🧠,4.30,379988992,50257,1024,✓,✗,(✓),✗
<a href='https://hf.co/HPLT/hplt2c_dan_checkpoints'>HPLT/hplt2c_dan_checkpoints</a>,🧠,4.30,,262272,2048,✓,✗,(✓),✗
<a href='https://hf.co/openai-community/gpt2-large'>openai-community/gpt2-large</a>,🧠,4.31,811778816,50257,1024,✓,✗,(✓),✗
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.31,140248512,128256,4096,✗,✗,(✓),✓
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.33,134516160,49154,8192,✓,✗,(✓),✗
<a href='https://hf.co/openai-community/gpt2'>openai-community/gpt2</a>,🧠,4.35,137022720,50257,1024,✓,✗,(✓),✗
<a href='https://hf.co/marksverdhei/modern-norbert3-base'>marksverdhei/modern-norbert3-base</a>,🔍,4.36,123994448,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.39,17406164992,151936,32768,✓,✗,(✓),✓
<a href='https://hf.co/HPLT/hplt2c_nno_checkpoints'>HPLT/hplt2c_nno_checkpoints</a>,🧠,4.40,,262272,2048,✓,✗,(✓),✗
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.47,56656128,8192,2048,✓,✗,(✓),✓
<a href='https://hf.co/marksverdhei/modern-norbert3-small'>marksverdhei/modern-norbert3-small</a>,🔍,4.48,40641104,50000,512,✓,✗,(✓),✗
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.48,320956992,65536,4096,✓,✗,(✓),✓
<a href='https://hf.co/ltg/norbert'>ltg/norbert</a>,🔍,4.49,111952540,32922,512,✓,✗,(✓),✗
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,4.53,140248512,128256,32768,✗,✗,(✓),✓
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.55,359431168,128256,32768,✗,✗,(✓),✓
<a href='https://hf.co/mideind/IceBERT-mC4-is'>mideind/IceBERT-mC4-is</a>,🔍,4.55,162944162,50000,514,✓,✗,(✓),✗
