<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.37@@4.37,361821120.0,49152.0,8192.0,✓,✗,5.66 ± 7.53 / 19.97 ± 5.24@@5.66,12.07 ± 2.70 / 12.07 ± 2.70@@12.07,-0.01 ± 1.02 / 34.28 ± 1.75@@-0.01,8.97 ± 1.87 / 1.39 ± 0.75@@8.97,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.37@@4.37,134515008.0,49152.0,8192.0,✓,✗,8.33 ± 4.57 / 21.27 ± 3.70@@8.33,12.49 ± 1.83 / 12.49 ± 1.83@@12.49,-0.24 ± 1.06 / 34.99 ± 2.56@@-0.24,7.02 ± 2.44 / 0.71 ± 0.56@@7.02,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.38@@4.38,1170340608.0,65536.0,128000.0,✗,✗,-1.16 ± 2.18 / 25.73 ± 2.09@@-1.16,20.25 ± 1.38 / 20.25 ± 1.38@@20.25,-0.43 ± 1.82 / 41.14 ± 4.04@@-0.43,14.28 ± 0.84 / 3.83 ± 0.47@@14.28,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.39@@4.39,361821120.0,49152.0,8192.0,✓,✗,0.47 ± 0.62 / 16.83 ± 0.19@@0.47,19.78 ± 2.70 / 19.78 ± 2.70@@19.78,-1.01 ± 1.82 / 35.24 ± 2.03@@-1.01,7.08 ± 1.58 / 0.59 ± 0.68@@7.08,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.40@@4.40,268098176.0,262144.0,32768.0,✓,✗,0.08 ± 5.15 / 24.34 ± 3.55@@0.08,17.03 ± 2.34 / 17.03 ± 2.34@@17.03,0.65 ± 1.49 / 33.78 ± 0.30@@0.65,8.08 ± 1.39 / 0.80 ± 0.38@@8.08,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.40@@4.40,354483968.0,65536.0,128000.0,✗,✗,5.47 ± 3.17 / 30.64 ± 1.48@@5.47,18.32 ± 1.05 / 18.32 ± 1.05@@18.32,-0.28 ± 1.26 / 43.28 ± 3.69@@-0.28,4.72 ± 0.66 / 0.41 ± 0.22@@4.72,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.41@@4.41,140248512.0,128256.0,4096.0,✗,✗,10.42 ± 5.19 / 23.79 ± 4.18@@10.42,11.08 ± 1.24 / 11.08 ± 1.24@@11.08,-1.11 ± 2.32 / 39.12 ± 4.48@@-1.11,3.08 ± 1.06 / 0.04 ± 0.07@@3.08,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.42@@4.42,268098176.0,262144.0,32768.0,✓,✗,3.63 ± 4.05 / 19.87 ± 3.67@@3.63,14.49 ± 2.60 / 14.49 ± 2.60@@14.49,0.05 ± 1.93 / 36.46 ± 3.80@@0.05,6.28 ± 1.19 / 0.09 ± 0.18@@6.28,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.43@@4.43,134516160.0,49154.0,8192.0,✓,✗,4.65 ± 0.76 / 20.09 ± 2.41@@4.65,12.81 ± 4.22 / 12.81 ± 4.22@@12.81,0.09 ± 0.17 / 33.40 ± 0.29@@0.09,4.88 ± 1.93 / 0.09 ± 0.10@@4.88,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.49@@4.49,134515008.0,49152.0,8192.0,✓,✗,2.22 ± 1.90 / 19.87 ± 2.44@@2.22,14.26 ± 2.15 / 14.26 ± 2.15@@14.26,-0.70 ± 0.78 / 34.85 ± 1.98@@-0.70,6.30 ± 0.60 / 0.02 ± 0.04@@6.30,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.50@@4.50,359431168.0,128256.0,4096.0,✗,✗,1.62 ± 2.38 / 17.34 ± 1.30@@1.62,14.90 ± 0.87 / 14.90 ± 0.87@@14.90,-0.33 ± 1.04 / 34.04 ± 0.61@@-0.33,5.29 ± 0.88 / 0.19 ± 0.22@@5.29,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.61@@4.61,949685760.0,128256.0,32768.0,✗,✗,-0.23 ± 0.30 / 17.66 ± 1.57@@-0.23,8.92 ± 2.50 / 8.92 ± 2.50@@8.92,1.63 ± 2.26 / 38.24 ± 3.79@@1.63,0.90 ± 0.57 / 0.00 ± 0.00@@0.90,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.75@@4.75,359431168.0,128256.0,32768.0,✗,✗,-0.73 ± 2.38 / 19.58 ± 2.25@@-0.73,2.36 ± 0.95 / 2.36 ± 0.95@@2.36,-0.03 ± 0.93 / 35.54 ± 2.27@@-0.03,0.63 ± 0.39 / 0.00 ± 0.00@@0.63,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
