<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/google/gemma-3n-E4B'>google/gemma-3n-E4B</a>,🧠,-@@100,7849978192.0,262400.0,?,✓,✗,(✓),✓,79.51 ± 0.76 / 77.25 ± 1.71@@79.51,47.66 ± 1.73 / 39.47 ± 2.47@@47.66,35.72 ± 4.68 / 61.47 ± 5.75@@35.72,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0
"<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it (zero-shot, val)</a>",📝,-@@100,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it (val)</a>,📝,-@@100,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (val)</a>,📝,-@@100,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (zero-shot, val)</a>",📝,-@@100,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509 (val)</a>,📝,-@@100,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (val)</a>,📝,-@@100,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,-@@100,23572403200.0,131072.0,32768.0,✓,✗,(✓),✓,77.73 ± 1.12 / 76.51 ± 0.92@@77.73,59.38 ± 2.47 / 34.47 ± 3.37@@59.38,35.30 ± 2.05 / 57.38 ± 2.34@@35.30,-@@-1,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-2-9b'>google/gemma-2-9b</a>,🧠,-@@100,9241705984.0,256000.0,8192.0,✓,✗,(✓),✓,80.82 ± 0.41 / 77.72 ± 1.42@@80.82,45.17 ± 3.22 / 23.48 ± 1.90@@45.17,49.51 ± 2.65 / 70.66 ± 2.27@@49.51,-@@-1,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (zero-shot, val)</a>",📝,-@@100,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-@@100,117654272.0,250037.0,512.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,0.75 ± 0.89 / 0.41 ± 0.55@@0.75,-@@0,-@@0,-@@0,16.3.0.dev0@@160300
<a href='https://hf.co/sentence-transformers/use-cmlm-multilingual'>sentence-transformers/use-cmlm-multilingual</a>,🔍,-@@100,472022179.0,501153.0,512.0,✓,✗,(✓),✗,72.78 ± 1.56 / 67.31 ± 2.95@@72.78,73.62 ± 1.87 / 72.55 ± 1.49@@73.62,38.07 ± 15.96 / 67.76 ± 7.51@@38.07,-@@-1,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,-@@0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (val)</a>,📝,-@@100,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (zero-shot)</a>,📝,-@@100,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct (zero-shot)</a>,📝,-@@100,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct (val)</a>,📝,-@@100,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct (zero-shot, val)</a>",📝,-@@100,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mideind/IceBERT'>mideind/IceBERT</a>,🔍,-@@100,162944162.0,50000.0,514.0,✓,✗,(✓),✗,48.36 ± 1.76 / 49.80 ± 0.80@@48.36,61.72 ± 1.59 / 62.83 ± 1.57@@61.72,0.54 ± 0.85 / 35.95 ± 3.29@@0.54,-@@-1,15.9.0.dev0@@150900,15.9.2@@150902,15.9.0.dev0@@150900,-@@0
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,-@@100,278545702.0,250002.0,514.0,✓,✗,(✓),✗,62.86 ± 1.94 / 55.60 ± 0.82@@62.86,65.99 ± 2.51 / 66.39 ± 2.33@@65.99,10.37 ± 5.93 / 50.16 ± 5.82@@10.37,-@@-1,15.9.0.dev0@@150900,15.9.0.dev0@@150900,15.9.0.dev0@@150900,-@@0
<a href='https://hf.co/mideind/IceBERT-mC4-is'>mideind/IceBERT-mC4-is</a>,🔍,-@@100,162944162.0,50000.0,514.0,✓,✗,(✓),✗,31.27 ± 10.54 / 39.87 ± 7.25@@31.27,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.08 ± 0.16 / 34.91 ± 3.25@@0.08,-@@-1,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,-@@0
<a href='https://hf.co/mideind/IceBERT-large'>mideind/IceBERT-large</a>,🔍,-@@100,406390946.0,50000.0,514.0,✓,✗,(✓),✗,46.94 ± 2.98 / 49.16 ± 1.32@@46.94,62.20 ± 0.83 / 63.09 ± 0.92@@62.20,2.10 ± 1.52 / 47.11 ± 2.82@@2.10,-@@-1,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,-@@0
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,-@@100,4676271104.0,131072.0,?,✓,✗,(✓),✓,76.49 ± 0.67 / 72.12 ± 1.70@@76.49,54.89 ± 1.74 / 32.98 ± 3.19@@54.89,16.30 ± 1.97 / 55.55 ± 1.75@@16.30,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0
<a href='https://hf.co/mideind/IceBERT-igc'>mideind/IceBERT-igc</a>,🔍,-@@100,124494162.0,50000.0,514.0,✓,✗,(✓),✗,44.12 ± 2.41 / 47.87 ± 1.13@@44.12,57.70 ± 1.92 / 58.98 ± 1.86@@57.70,1.55 ± 1.57 / 44.75 ± 3.87@@1.55,-@@-1,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,-@@100,27400000000.0,262144.0,128000.0,✓,✗,✗,✓,77.29 ± 2.25 / 78.34 ± 1.52@@77.29,67.07 ± 1.61 / 61.00 ± 2.45@@67.07,66.79 ± 3.14 / 82.90 ± 1.81@@66.79,-@@-1,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,-@@0
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,-@@100,?,?,?,✓,✗,✗,✓,78.10 ± 1.26 / 78.49 ± 1.00@@78.10,64.10 ± 3.03 / 56.61 ± 2.99@@64.10,60.11 ± 1.05 / 79.68 ± 0.68@@60.11,-@@-1,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,-@@0
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,-@@100,1000000000.0,262144.0,32768.0,✓,✗,✗,✓,69.66 ± 1.96 / 72.58 ± 1.44@@69.66,29.97 ± 3.21 / 23.78 ± 2.25@@29.97,7.45 ± 1.16 / 53.00 ± 0.78@@7.45,-@@-1,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,-@@100,12200000000.0,262144.0,128000.0,✓,✗,✗,✓,76.63 ± 3.43 / 76.99 ± 2.49@@76.63,65.29 ± 2.72 / 48.19 ± 2.14@@65.29,51.92 ± 3.96 / 74.86 ± 2.45@@51.92,-@@-1,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,-@@100,12187325040.0,262144.0,128000.0,✓,✗,✗,✓,76.90 ± 2.90 / 77.48 ± 2.11@@76.90,66.17 ± 2.57 / 46.35 ± 2.32@@66.17,50.68 ± 3.00 / 74.27 ± 1.98@@50.68,-@@-1,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,-@@0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,-@@100,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,72.17 ± 2.22 / 56.18 ± 2.43@@72.17,-@@0,-@@0,-@@0,16.3.0.dev0@@160300
"<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (zero-shot, val)</a>",📝,-@@100,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (val)</a>,📝,-@@100,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (zero-shot)</a>,📝,-@@100,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,-@@100,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,70.03 ± 1.84 / 51.87 ± 2.82@@70.03,-@@0,-@@0,-@@0,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,-@@100,?,?,200000.0,✓,✗,✗,✓,74.35 ± 3.37 / 72.12 ± 3.03@@74.35,53.83 ± 2.06 / 43.49 ± 2.33@@53.83,60.35 ± 2.04 / 78.46 ± 1.33@@60.35,-@@-1,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,-@@0
"<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (zero-shot, val)</a>",🤔,-@@100,?,?,200000.0,✓,✗,✗,✓,74.64 ± 3.08 / 71.60 ± 2.83@@74.64,65.86 ± 1.95 / 55.00 ± 1.47@@65.86,61.49 ± 3.27 / 80.65 ± 1.63@@61.49,-@@-1,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,-@@0
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,-@@100,?,?,200000.0,✓,✗,✗,✓,74.47 ± 3.34 / 69.20 ± 3.06@@74.47,71.54 ± 1.97 / 54.33 ± 2.06@@71.54,71.99 ± 3.53 / 85.69 ± 1.86@@71.99,-@@-1,15.8.0@@150800,15.8.0@@150800,15.8.0@@150800,-@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-@@100,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,24.56 ± 5.59 / 24.53 ± 5.12@@24.56,52.61 ± 2.19 / 34.45 ± 3.73@@52.61,31.24 ± 2.03 / 63.62 ± 2.33@@31.24,-@@-1,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,-@@100,14700000000.0,100352.0,16384.0,✓,✗,✗,✓,77.37 ± 2.51 / 78.49 ± 2.34@@77.37,59.71 ± 1.61 / 52.65 ± 1.75@@59.71,56.63 ± 1.92 / 77.23 ± 1.06@@56.63,-@@-1,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,-@@0
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,-@@100,7452725248.0,250680.0,4096.0,✓,✗,(✓),✗,17.05 ± 4.34 / 18.53 ± 4.73@@17.05,38.29 ± 2.06 / 25.47 ± 1.74@@38.29,6.04 ± 1.55 / 40.81 ± 2.29@@6.04,-@@-1,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0
<a href='https://hf.co/openai-community/gpt2-large'>openai-community/gpt2-large</a>,🧠,-@@100,811778816.0,50257.0,1024.0,✓,✗,(✓),✗,0.00 ± 0.00 / 19.33 ± 0.19@@0.00,12.24 ± 2.31 / 17.52 ± 2.86@@12.24,0.82 ± 1.10 / 33.84 ± 0.56@@0.82,-@@-1,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0
<a href='https://hf.co/openai-community/gpt2-medium'>openai-community/gpt2-medium</a>,🧠,-@@100,379988992.0,50257.0,1024.0,✓,✗,(✓),✗,0.00 ± 0.00 / 19.33 ± 0.19@@0.00,15.60 ± 2.15 / 17.30 ± 2.21@@15.60,0.21 ± 1.65 / 37.24 ± 3.38@@0.21,-@@-1,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0
"<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking (zero-shot, val)</a>",📝,-@@100,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking (val)</a>,📝,-@@100,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai-community/gpt2'>openai-community/gpt2</a>,🧠,-@@100,137022720.0,50257.0,1024.0,✓,✗,(✓),✗,0.00 ± 0.00 / 19.33 ± 0.19@@0.00,10.25 ± 1.26 / 12.27 ± 1.39@@10.25,-0.11 ± 1.51 / 35.28 ± 2.84@@-0.11,-@@-1,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking (zero-shot)</a>,📝,-@@100,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/norallm/normistral-11b-warm'>norallm/normistral-11b-warm</a>,🧠,-@@100,11429893120.0,51200.0,1024000.0,✓,✗,(✓),✗,78.60 ± 1.86 / 80.07 ± 1.29@@78.60,60.51 ± 1.89 / 52.51 ± 2.42@@60.51,17.47 ± 3.85 / 54.83 ± 4.43@@17.47,-@@-1,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/neurocode/IsRoBERTa'>neurocode/IsRoBERTa</a>,🔍,-@@100,83453187.0,52000.0,514.0,✓,✗,(✓),✗,52.79 ± 1.51 / 52.16 ± 0.99@@52.79,-@@-1,2.10 ± 1.59 / 46.97 ± 2.68@@2.10,-@@-1,15.9.2@@150902,-@@0,15.9.2@@150902,-@@0
<a href='https://hf.co/neph1/bellman-7b-mistral-instruct-v0.2'>neph1/bellman-7b-mistral-instruct-v0.2</a>,📝,-@@100,7241732096.0,32000.0,32768.0,✗,✗,(✓),✗,55.84 ± 2.51 / 66.96 ± 1.37@@55.84,54.38 ± 2.92 / 39.66 ± 5.20@@54.38,16.05 ± 2.15 / 54.22 ± 2.86@@16.05,-@@-1,9.2.0@@90200,9.2.0@@90200,9.2.0@@90200,-@@0
<a href='https://hf.co/mlabonne/NeuralBeagle14-7B'>mlabonne/NeuralBeagle14-7B (val)</a>,📝,-@@100,7241732096.0,32000.0,8192.0,✗,✓,(✓),✗,76.03 ± 2.11 / 78.25 ± 1.95@@76.03,61.25 ± 3.35 / 50.76 ± 5.94@@61.25,16.28 ± 4.81 / 49.04 ± 3.60@@16.28,-@@-1,9.3.2@@90302,9.3.2@@90302,9.3.2@@90302,-@@0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (zero-shot)</a>,📝,-@@100,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,-@@100,14659507200.0,100352.0,16384.0,✓,✗,(✓),✓,79.22 ± 0.95 / 79.10 ± 0.83@@79.22,62.64 ± 2.82 / 45.94 ± 2.80@@62.64,53.65 ± 2.40 / 75.93 ± 1.73@@53.65,-@@-1,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,-@@0
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,-@@100,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,36.26 ± 7.39 / 49.46 ± 5.09@@36.26,45.99 ± 5.82 / 42.16 ± 5.14@@45.99,-5.11 ± 3.73 / 46.96 ± 2.00@@-5.11,-@@-1,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,-@@0
<a href='https://hf.co/marksverdhei/modern-norbert3-base'>marksverdhei/modern-norbert3-base</a>,🔍,-@@100,123994448.0,50000.0,512.0,✓,✗,(✓),✗,42.77 ± 2.12 / 47.49 ± 0.94@@42.77,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,-0.51 ± 1.49 / 47.72 ± 1.80@@-0.51,-@@-1,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,-@@0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct (val)</a>,📝,-@@100,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct (zero-shot, val)</a>",📝,-@@100,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct (zero-shot)</a>,📝,-@@100,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ltg/norbert'>ltg/norbert</a>,🔍,-@@100,111952540.0,32922.0,512.0,✓,✗,(✓),✗,0.57 ± 4.16 / 22.77 ± 3.85@@0.57,0.88 ± 0.24 / 0.86 ± 0.21@@0.88,0.88 ± 1.50 / 41.27 ± 4.00@@0.88,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
