<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct (zero-shot, val)</a>",📝,-@@100,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium (zero-shot, val)</a>",🤔,-@@100,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ssmits/Falcon2-5.5B-multilingual'>ssmits/Falcon2-5.5B-multilingual</a>,📝,-@@100,5465415680.0,65024.0,8192.0,✓,✓,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium (val)</a>,🤔,-@@100,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low (zero-shot, val)</a>",🤔,-@@100,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low (zero-shot)</a>,🤔,-@@100,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low (val)</a>,🤔,-@@100,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium (zero-shot)</a>,🤔,-@@100,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b</a>,🧠,-@@100,1644515328.0,100352.0,4096.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/stabilityai/stablelm-zephyr-3b'>stabilityai/stablelm-zephyr-3b</a>,📝,-@@100,2795443200.0,50304.0,2048.0,✗,✗,(✓),✗,1.22 ± 3.01 / 22.90 ± 1.74@@1.22,-@@-1,-@@-1,-@@-1,9.3.2@@90302,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509 (zero-shot)</a>,📝,-@@100,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (zero-shot)</a>,📝,-@@100,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (val)</a>,📝,-@@100,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (zero-shot, val)</a>",📝,-@@100,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview (zero-shot)</a>,📝,-@@100,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview (val)</a>,📝,-@@100,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview (zero-shot, val)</a>",📝,-@@100,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,-@@100,2061162016.0,128000.0,?,✓,✗,(✓),✓,39.16 ± 3.18 / 56.57 ± 3.37@@39.16,20.71 ± 1.83 / 18.36 ± 1.89@@20.71,-0.41 ± 1.03 / 36.57 ± 2.56@@-0.41,-@@-1,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,-@@0
<a href='https://hf.co/vesteinn/ScandiBERT'>vesteinn/ScandiBERT</a>,🔍,-@@100,124548012.0,50005.0,514.0,✓,✗,(✓),✓,32.68 ± 11.88 / 49.56 ± 11.85@@32.68,9.17 ± 11.94 / 14.26 ± 11.60@@9.17,6.09 ± 11.94 / 37.98 ± 8.83@@6.09,-@@-1,15.8.2@@150802,15.9.0.dev0@@150900,15.8.2@@150802,-@@0
<a href='https://hf.co/vesteinn/XLMR-ENIS'>vesteinn/XLMR-ENIS</a>,🔍,-@@100,124548012.0,50005.0,514.0,✓,✗,(✓),✗,21.16 ± 5.38 / 40.70 ± 6.16@@21.16,47.15 ± 1.58 / 46.05 ± 1.74@@47.15,2.80 ± 2.97 / 37.93 ± 4.44@@2.80,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,-@@100,?,?,131072.0,✓,✗,✗,✓,54.98 ± 2.94 / 68.49 ± 1.88@@54.98,60.31 ± 1.69 / 44.85 ± 1.75@@60.31,59.91 ± 3.18 / 78.22 ± 1.71@@59.91,-@@-1,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,-@@0
"xai/grok-3-beta (zero-shot, val)</a>",📝,-@@100,?,?,131072.0,✓,✗,✗,✓,54.81 ± 2.03 / 68.25 ± 1.50@@54.81,58.81 ± 2.42 / 40.64 ± 1.82@@58.81,65.94 ± 1.78 / 82.95 ± 0.90@@65.94,-@@-1,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,-@@100,?,?,131072.0,✓,✗,✗,✓,54.45 ± 2.03 / 68.07 ± 1.44@@54.45,64.40 ± 2.06 / 50.35 ± 1.94@@64.40,63.61 ± 2.81 / 81.26 ± 1.53@@63.61,-@@-1,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0
<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning</a>,🤔,-@@100,?,?,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot)</a>,🤔,-@@100,?,?,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (val)</a>,🤔,-@@100,?,?,131072.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://docs.x.ai/developers/models/grok-4.20-beta-0309-reasoning'>xai/grok-4.20-beta-0309-reasoning (zero-shot, val)</a>",📝,-@@100,?,?,131072.0,✓,✗,✗,✓,55.86 ± 0.80 / 68.73 ± 0.58@@55.86,-@@-1,-@@-1,-@@-1,16.17.0.dev0@@161700,-@@0,-@@0,-@@0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct (zero-shot)</a>,📝,-@@100,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct (val)</a>,📝,-@@100,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct (zero-shot, val)</a>",📝,-@@100,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,-@@100,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,73.11 ± 0.58 / 55.15 ± 0.87@@73.11,-@@0,-@@0,-@@0,16.3.0.dev0@@160300
"<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (zero-shot, val)</a>",📝,-@@100,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (val)</a>,📝,-@@100,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview (zero-shot)</a>,📝,-@@100,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509 (val)</a>,📝,-@@100,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509 (zero-shot, val)</a>",📝,-@@100,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509 (zero-shot)</a>,📝,-@@100,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509 (val)</a>,📝,-@@100,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509 (zero-shot, val)</a>",📝,-@@100,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/synquid/gemma-3-4b-pt-laerebogen-with-follow-ups-lora'>synquid/gemma-3-4b-pt-laerebogen-with-follow-ups-lora (zero-shot)</a>,📝,-@@100,4300079472.0,262144.0,8192.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/synquid/gemma-3-4b-pt-laerebogen-with-follow-ups-lora'>synquid/gemma-3-4b-pt-laerebogen-with-follow-ups-lora (zero-shot, val)</a>",📝,-@@100,4300079472.0,262144.0,8192.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-@@100,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,23.49 ± 1.58 / 47.17 ± 1.39@@23.49,23.58 ± 1.92 / 20.07 ± 1.21@@23.58,-0.59 ± 1.52 / 35.22 ± 0.38@@-0.59,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct</a>,🤔,-@@100,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,36.06 ± 1.33 / 56.87 ± 0.81@@36.06,48.78 ± 1.73 / 39.34 ± 1.86@@48.78,-2.03 ± 1.83 / 34.52 ± 0.52@@-2.03,-@@-1,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct (zero-shot)</a>,📝,-@@100,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct (zero-shot, val)</a>",📝,-@@100,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/falcon-11B'>tiiuae/falcon-11B</a>,📝,-@@100,11102822400.0,65024.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/timpal0l/Llama-3-8B-flashback-v1'>timpal0l/Llama-3-8B-flashback-v1</a>,🧠,-@@100,8030261248.0,128256.0,8192.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,-@@100,7241732096.0,32000.0,4096.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-@@100,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,82.34 ± 0.75 / 67.94 ± 0.72@@82.34,-@@0,-@@0,-@@0,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,-@@100,1656850432.0,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512 (zero-shot)</a>,📝,-@@100,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512 (val)</a>,📝,-@@100,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512 (zero-shot, val)</a>",📝,-@@100,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct (val)</a>,📝,-@@100,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,-@@100,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,48.04 ± 2.57 / 62.37 ± 2.43@@48.04,-@@-1,27.32 ± 3.12 / 60.82 ± 2.65@@27.32,78.62 ± 1.03 / 61.69 ± 1.87@@78.62,16.5.0.dev0@@160500,-@@0,16.5.0.dev0@@160500,16.3.0.dev0@@160300
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (val)</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low</a>,🤔,-@@100,?,?,400000.0,✓,✗,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mideind/IceBERT-ic3'>mideind/IceBERT-ic3</a>,🔍,-@@100,162944162.0,50000.0,514.0,✓,✗,(✓),✗,17.50 ± 2.97 / 35.18 ± 3.68@@17.50,43.59 ± 2.50 / 41.23 ± 2.07@@43.59,1.05 ± 1.49 / 43.88 ± 3.50@@1.05,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
<a href='https://hf.co/mideind/IceBERT-igc'>mideind/IceBERT-igc</a>,🔍,-@@100,124494162.0,50000.0,514.0,✓,✗,(✓),✗,20.08 ± 2.34 / 40.13 ± 2.89@@20.08,40.07 ± 1.63 / 37.95 ± 1.87@@40.07,1.77 ± 1.97 / 47.79 ± 2.33@@1.77,-@@-1,15.8.2@@150802,15.9.0.dev0@@150900,15.8.2@@150802,-@@0
<a href='https://hf.co/mideind/IceBERT-large'>mideind/IceBERT-large</a>,🔍,-@@100,406390946.0,50000.0,514.0,✓,✗,(✓),✗,20.52 ± 2.10 / 40.02 ± 2.88@@20.52,47.57 ± 2.65 / 44.23 ± 2.13@@47.57,2.91 ± 2.28 / 48.46 ± 3.54@@2.91,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
<a href='https://hf.co/mideind/IceBERT-mC4-is'>mideind/IceBERT-mC4-is</a>,🔍,-@@100,162944162.0,50000.0,514.0,✓,✗,(✓),✗,7.51 ± 6.01 / 24.57 ± 5.37@@7.51,0.04 ± 0.07 / 0.03 ± 0.06@@0.04,0.12 ± 0.24 / 33.30 ± 0.28@@0.12,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,-@@100,278545702.0,250002.0,514.0,✓,✗,(✓),✗,32.48 ± 4.92 / 50.96 ± 5.99@@32.48,53.82 ± 2.00 / 51.83 ± 1.72@@53.82,7.20 ± 5.17 / 46.17 ± 5.93@@7.20,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
<a href='https://hf.co/mideind/IceBERT'>mideind/IceBERT</a>,🔍,-@@100,162944162.0,50000.0,514.0,✓,✗,(✓),✗,18.21 ± 0.85 / 36.17 ± 1.18@@18.21,44.28 ± 2.39 / 41.46 ± 2.08@@44.28,0.15 ± 0.31 / 36.03 ± 3.39@@0.15,-@@-1,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,-@@0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (zero-shot)</a>,📝,-@@100,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (val)</a>,📝,-@@100,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B (zero-shot, val)</a>",📝,-@@100,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512</a>,📝,-@@100,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (zero-shot)</a>,📝,-@@100,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
"<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (zero-shot, val)</a>",📝,-@@100,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
