<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.49@@2.49,3606752256.0,128256.0,131072.0,✓,✗,88.86 ± 0.88 / 91.19 ± 0.71@@88.86,37.19 ± 0.84 / 27.28 ± 0.91@@37.19,22.46 ± 1.97 / 57.09 ± 2.70@@22.46,53.39 ± 0.59 / 25.77 ± 1.34@@53.39,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-4.5B-v3'>speakleash/Bielik-4.5B-v3</a>,📝,2.49@@2.49,4757260288.0,32000.0,32768.0,✓,✗,79.73 ± 1.12 / 77.87 ± 1.87@@79.73,42.76 ± 1.03 / 30.22 ± 1.78@@42.76,22.57 ± 4.57 / 53.87 ± 6.22@@22.57,53.99 ± 2.52 / 33.25 ± 1.52@@53.99,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.51@@2.51,4300079472.0,262144.0,8192.0,✓,✗,90.54 ± 0.99 / 92.31 ± 0.85@@90.54,42.48 ± 1.49 / 27.70 ± 1.26@@42.48,24.18 ± 2.27 / 60.11 ± 1.64@@24.18,45.01 ± 1.49 / 19.46 ± 0.91@@45.01,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.52@@2.52,9152319488.0,128000.0,4096.0,✓,✗,71.83 ± 5.83 / 77.75 ± 4.73@@71.83,35.49 ± 1.89 / 26.73 ± 1.91@@35.49,23.69 ± 3.18 / 60.78 ± 2.10@@23.69,60.06 ± 1.64 / 38.88 ± 1.29@@60.06,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct (zero-shot)</a>,📝,2.53@@2.53,11168796672.0,32128.0,32768.0,✓,✗,77.36 ± 0.43 / 74.15 ± 0.70@@77.36,42.03 ± 0.63 / 23.44 ± 0.37@@42.03,32.72 ± 1.31 / 60.50 ± 0.91@@32.72,44.86 ± 0.24 / 26.54 ± 0.31@@44.86,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.56@@2.56,3075098624.0,128256.0,65536.0,✓,✗,86.37 ± 2.59 / 88.85 ± 2.32@@86.37,39.24 ± 1.46 / 28.54 ± 2.92@@39.24,11.40 ± 3.30 / 50.45 ± 3.89@@11.40,56.59 ± 1.33 / 35.39 ± 1.21@@56.59,16.5.0.dev0@@160500,16.2.2.dev0@@160202,16.5.0.dev0@@160500,16.2.2.dev0@@160202
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.56@@2.56,7298011136.0,100278.0,65536.0,✓,✗,88.66 ± 0.87 / 91.13 ± 0.68@@88.66,38.06 ± 2.10 / 24.28 ± 1.83@@38.06,10.77 ± 2.89 / 42.31 ± 3.68@@10.77,57.45 ± 0.76 / 35.29 ± 1.41@@57.45,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,2.57@@2.57,4676271104.0,131072.0,8192.0,✓,✗,85.83 ± 2.18 / 86.68 ± 2.75@@85.83,41.71 ± 1.39 / 32.70 ± 2.40@@41.71,9.21 ± 2.02 / 41.19 ± 2.75@@9.21,55.15 ± 2.13 / 33.18 ± 1.11@@55.15,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.60@@2.60,70599864480.0,131072.0,65536.0,✓,✗,82.63 ± 2.63 / 84.87 ± 2.30@@82.63,42.71 ± 1.70 / 35.11 ± 2.43@@42.71,10.06 ± 4.29 / 37.75 ± 2.48@@10.06,55.12 ± 2.94 / 31.29 ± 1.62@@55.12,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.61@@2.61,7241748480.0,32002.0,32768.0,✗,✗,78.44 ± 1.77 / 81.36 ± 2.06@@78.44,39.43 ± 1.68 / 25.45 ± 2.06@@39.43,10.28 ± 1.71 / 47.75 ± 3.56@@10.28,59.02 ± 2.40 / 30.11 ± 2.29@@59.02,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.63@@2.63,32233522176.0,100278.0,65536.0,✓,✗,55.49 ± 4.52 / 55.94 ± 5.60@@55.49,51.11 ± 1.67 / 42.66 ± 2.64@@51.11,0.00 ± 0.00 / 33.46 ± 0.34@@0.00,71.00 ± 2.00 / 42.71 ± 1.61@@71.00,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,2.65@@2.65,7768117248.0,256000.0,8192.0,✓,✗,82.06 ± 2.23 / 85.63 ± 1.88@@82.06,34.74 ± 1.83 / 25.72 ± 1.45@@34.74,15.82 ± 2.13 / 54.47 ± 2.34@@15.82,52.74 ± 0.75 / 30.20 ± 0.68@@52.74,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,🤔,2.66@@2.66,2031739904.0,151936.0,40960.0,✓,✗,78.59 ± 1.19 / 78.09 ± 1.65@@78.59,45.03 ± 1.70 / 32.25 ± 1.77@@45.03,20.62 ± 1.43 / 60.28 ± 0.70@@20.62,42.15 ± 0.65 / 22.70 ± 0.45@@42.15,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/PLLuM-12B-base'>CYFRAGOVPL/PLLuM-12B-base</a>,🧠,2.70@@2.70,12247782400.0,131072.0,1024000.0,✓,✗,43.32 ± 4.72 / 40.73 ± 3.33@@43.32,38.68 ± 1.12 / 27.91 ± 1.03@@38.68,24.99 ± 6.27 / 58.97 ± 5.95@@24.99,62.86 ± 2.03 / 35.93 ± 1.93@@62.86,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.72@@2.72,30677882880.0,131072.0,65536.0,✓,✗,48.08 ± 1.61 / 47.68 ± 2.71@@48.08,46.87 ± 1.72 / 38.28 ± 1.77@@46.87,16.78 ± 3.47 / 54.22 ± 3.89@@16.78,59.64 ± 3.09 / 34.66 ± 2.53@@59.64,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.74@@2.74,1596507648.0,32000.0,8192.0,✓,✗,90.33 ± 1.66 / 91.52 ± 1.79@@90.33,35.33 ± 1.05 / 24.83 ± 1.21@@35.33,12.74 ± 1.38 / 46.71 ± 2.50@@12.74,46.26 ± 2.45 / 26.07 ± 1.15@@46.26,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.74@@2.74,?,256128.0,1048576.0,✓,✗,74.14 ± 2.00 / 70.06 ± 2.44@@74.14,59.99 ± 1.76 / 42.83 ± 1.16@@59.99,-0.39 ± 3.84 / 46.71 ± 2.06@@-0.39,42.44 ± 0.87 / 23.10 ± 1.01@@42.44,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.75@@2.75,?,?,1047576.0,✓,✗,77.41 ± 1.57 / 74.92 ± 1.54@@77.41,38.02 ± 2.04 / 29.91 ± 1.55@@38.02,26.93 ± 2.48 / 57.05 ± 1.82@@26.93,37.55 ± 0.90 / 16.73 ± 0.87@@37.55,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.76@@2.76,3212749824.0,128256.0,131072.0,✓,✗,80.47 ± 0.78 / 80.88 ± 1.16@@80.47,34.20 ± 1.20 / 24.51 ± 1.00@@34.20,16.72 ± 1.42 / 55.71 ± 1.10@@16.72,47.62 ± 1.38 / 24.19 ± 0.99@@47.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/PLLuM-12B-nc-base'>CYFRAGOVPL/PLLuM-12B-nc-base</a>,🧠,2.78@@2.78,12247782400.0,131072.0,1024000.0,✗,✗,79.90 ± 4.53 / 82.79 ± 4.04@@79.90,39.51 ± 1.32 / 28.16 ± 1.84@@39.51,32.11 ± 3.21 / 64.90 ± 1.93@@32.11,26.14 ± 2.37 / 0.15 ± 0.11@@26.14,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/CYFRAGOVPL/PLLuM-8x7B-nc-base'>CYFRAGOVPL/PLLuM-8x7B-nc-base</a>,🧠,2.79@@2.79,46702792704.0,32000.0,32768.0,✗,✗,93.87 ± 1.68 / 95.20 ± 1.31@@93.87,38.25 ± 1.30 / 28.57 ± 1.42@@38.25,14.48 ± 9.30 / 43.15 ± 7.34@@14.48,31.96 ± 2.68 / 0.38 ± 0.14@@31.96,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.84@@2.84,2031739904.0,151936.0,40960.0,✓,✗,77.30 ± 1.67 / 75.93 ± 2.68@@77.30,30.26 ± 0.85 / 22.75 ± 0.95@@30.26,15.63 ± 2.69 / 54.02 ± 3.21@@15.63,49.08 ± 1.00 / 27.25 ± 0.72@@49.08,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.84@@2.84,7241732096.0,32000.0,32768.0,✓,✗,79.06 ± 4.24 / 82.76 ± 3.78@@79.06,36.52 ± 2.87 / 29.16 ± 2.27@@36.52,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,56.22 ± 1.60 / 34.39 ± 1.82@@56.22,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.85@@2.85,1543714304.0,151936.0,32768.0,✓,✗,76.50 ± 1.09 / 76.37 ± 1.84@@76.50,31.90 ± 0.98 / 21.56 ± 1.38@@31.90,12.27 ± 1.97 / 51.64 ± 2.47@@12.27,48.29 ± 1.18 / 27.89 ± 0.76@@48.29,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/Llama-PLLuM-8B-base-250801'>CYFRAGOVPL/Llama-PLLuM-8B-base-250801</a>,🧠,2.92@@2.92,8030261248.0,128256.0,131072.0,✓,✗,88.08 ± 2.51 / 90.71 ± 1.97@@88.08,31.69 ± 0.83 / 26.03 ± 1.74@@31.69,23.99 ± 2.98 / 59.86 ± 2.31@@23.99,28.83 ± 1.62 / 0.55 ± 0.17@@28.83,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/speakleash/Bielik-7B-v0.1'>speakleash/Bielik-7B-v0.1</a>,🧠,2.98@@2.98,7241732096.0,32000.0,8192.0,✓,✗,80.16 ± 3.29 / 78.52 ± 4.82@@80.16,22.38 ± 1.96 / 19.87 ± 2.16@@22.38,8.69 ± 3.65 / 40.52 ± 2.27@@8.69,50.92 ± 1.28 / 29.57 ± 1.23@@50.92,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.99@@2.99,528384.0,100278.0,65536.0,✗,✗,63.89 ± 1.48 / 71.84 ± 1.24@@63.89,36.55 ± 1.67 / 31.43 ± 1.51@@36.55,18.58 ± 2.36 / 53.42 ± 1.94@@18.58,36.78 ± 4.52 / 15.42 ± 4.39@@36.78,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.99@@2.99,8053338176.0,131072.0,65536.0,✓,✗,72.23 ± 3.37 / 72.53 ± 4.93@@72.23,27.95 ± 2.18 / 24.09 ± 1.32@@27.95,1.16 ± 1.71 / 34.11 ± 1.48@@1.16,56.37 ± 2.00 / 30.17 ± 1.77@@56.37,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.01@@3.01,7799574528.0,100096.0,4096.0,✓,✗,83.30 ± 3.21 / 86.77 ± 2.51@@83.30,35.12 ± 1.76 / 27.43 ± 2.16@@35.12,0.22 ± 0.43 / 33.37 ± 0.27@@0.22,43.89 ± 1.16 / 26.32 ± 1.25@@43.89,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-1.5B-v3'>speakleash/Bielik-1.5B-v3</a>,📝,3.09@@3.09,1596507648.0,32000.0,8192.0,✓,✗,79.16 ± 2.36 / 80.26 ± 2.65@@79.16,25.28 ± 2.65 / 20.97 ± 1.01@@25.28,3.78 ± 1.94 / 34.12 ± 0.75@@3.78,43.35 ± 1.11 / 23.58 ± 1.08@@43.35,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.12@@3.12,7504568320.0,128167.0,32768.0,✓,✗,69.59 ± 2.21 / 74.77 ± 1.42@@69.59,41.03 ± 1.50 / 32.95 ± 2.12@@41.03,10.02 ± 1.57 / 54.35 ± 0.90@@10.02,28.09 ± 0.77 / 0.00 ± 0.00@@28.09,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.13@@3.13,108867577.0,84985.0,512.0,✓,✗,75.12 ± 1.38 / 84.96 ± 0.78@@75.12,65.62 ± 0.95 / 63.02 ± 0.87@@65.62,3.50 ± 2.69 / 42.75 ± 5.62@@3.50,6.26 ± 1.71 / 1.51 ± 0.43@@6.26,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.14@@3.14,2569272320.0,65536.0,128000.0,✗,✗,70.47 ± 1.11 / 74.95 ± 1.69@@70.47,27.63 ± 0.81 / 24.54 ± 0.94@@27.63,6.71 ± 1.56 / 41.33 ± 1.60@@6.71,42.52 ± 0.86 / 21.94 ± 0.70@@42.52,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.18@@3.18,999885952.0,262144.0,32768.0,✓,✗,75.32 ± 1.61 / 79.71 ± 1.30@@75.32,26.64 ± 1.40 / 17.18 ± 0.91@@26.64,7.57 ± 1.11 / 50.93 ± 2.82@@7.57,36.71 ± 0.91 / 16.42 ± 0.58@@36.71,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.35@@3.35,2023868416.0,64000.0,4096.0,✓,✗,42.79 ± 5.57 / 49.12 ± 6.25@@42.79,21.66 ± 1.96 / 18.39 ± 1.75@@21.66,3.85 ± 1.90 / 38.25 ± 3.79@@3.85,53.20 ± 1.35 / 32.00 ± 0.97@@53.20,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.39@@3.39,751632384.0,151936.0,40960.0,✓,✗,61.85 ± 1.20 / 55.41 ± 1.19@@61.85,26.99 ± 1.84 / 18.82 ± 1.86@@26.99,3.71 ± 1.34 / 42.10 ± 3.82@@3.71,33.68 ± 0.80 / 14.86 ± 0.73@@33.68,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.40@@3.40,999885952.0,262144.0,32768.0,✓,✗,67.53 ± 6.42 / 64.17 ± 6.91@@67.53,16.28 ± 2.17 / 15.62 ± 1.63@@16.28,2.89 ± 2.11 / 45.84 ± 3.75@@2.89,37.91 ± 1.37 / 20.26 ± 0.71@@37.91,16.5.0.dev0@@160500,16.2.2.dev0@@160202,16.5.0.dev0@@160500,16.2.2.dev0@@160202
<a href='https://hf.co/CYFRAGOVPL/PLLuM-12B-base-250801'>CYFRAGOVPL/PLLuM-12B-base-250801</a>,🧠,3.42@@3.42,12247782400.0,131072.0,131072.0,✓,✗,28.51 ± 5.44 / 29.47 ± 4.60@@28.51,36.47 ± 1.20 / 28.36 ± 1.42@@36.47,19.33 ± 3.14 / 56.42 ± 3.67@@19.33,25.14 ± 2.64 / 0.12 ± 0.14@@25.14,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.45@@3.45,751632384.0,151936.0,40960.0,✓,✗,58.23 ± 1.94 / 58.82 ± 0.98@@58.23,26.31 ± 1.78 / 20.42 ± 1.80@@26.31,3.33 ± 0.97 / 46.44 ± 0.96@@3.33,32.89 ± 0.63 / 17.46 ± 0.58@@32.89,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.47@@3.47,1235814400.0,128256.0,131072.0,✓,✗,55.57 ± 4.16 / 62.22 ± 4.73@@55.57,25.00 ± 0.89 / 19.69 ± 0.82@@25.00,4.86 ± 1.37 / 43.05 ± 2.46@@4.86,31.89 ± 0.96 / 14.91 ± 1.29@@31.89,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.47@@3.47,7768117248.0,256000.0,8192.0,✓,✗,8.18 ± 3.14 / 13.59 ± 1.73@@8.18,30.58 ± 1.75 / 25.86 ± 1.48@@30.58,5.39 ± 2.98 / 37.47 ± 2.49@@5.39,53.21 ± 1.61 / 32.54 ± 1.15@@53.21,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.48@@3.48,1235814400.0,128256.0,131072.0,✓,✗,67.07 ± 5.58 / 73.48 ± 5.38@@67.07,14.15 ± 2.86 / 12.51 ± 1.95@@14.15,1.31 ± 0.66 / 45.35 ± 3.18@@1.31,37.26 ± 3.51 / 19.39 ± 3.16@@37.26,16.5.0.dev0@@160500,16.2.2.dev0@@160202,16.5.0.dev0@@160500,16.2.2.dev0@@160202
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.50@@3.50,395881664.0,50368.0,8192.0,✓,✗,83.65 ± 3.15 / 89.83 ± 1.75@@83.65,24.73 ± 4.42 / 30.94 ± 3.32@@24.73,3.68 ± 2.45 / 47.75 ± 4.24@@3.68,12.93 ± 4.46 / 4.53 ± 2.39@@12.93,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.52@@3.52,93990500.0,65636.0,512.0,✓,✗,71.61 ± 2.69 / 83.28 ± 1.67@@71.61,33.65 ± 1.62 / 34.84 ± 1.49@@33.65,2.92 ± 1.65 / 50.19 ± 1.27@@2.92,11.19 ± 2.49 / 3.47 ± 0.79@@11.19,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.53@@3.53,117654272.0,250037.0,512.0,✓,✗,84.27 ± 0.85 / 90.22 ± 0.48@@84.27,33.49 ± 1.71 / 39.39 ± 1.13@@33.49,-0.13 ± 1.51 / 47.15 ± 2.21@@-0.13,8.05 ± 0.36 / 0.78 ± 0.20@@8.05,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.53@@3.53,2424375168.0,99000.0,28723.0,✗,✗,53.79 ± 3.88 / 53.12 ± 3.55@@53.79,24.58 ± 1.15 / 19.49 ± 0.95@@24.58,7.44 ± 1.52 / 51.69 ± 1.66@@7.44,28.96 ± 2.25 / 9.14 ± 2.78@@28.96,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.65@@3.65,395881664.0,50368.0,8192.0,✓,✗,61.49 ± 6.40 / 75.28 ± 4.40@@61.49,30.90 ± 2.00 / 33.58 ± 2.62@@30.90,1.24 ± 2.43 / 48.91 ± 1.07@@1.24,14.18 ± 2.33 / 3.51 ± 0.85@@14.18,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.67@@3.67,149655232.0,50368.0,8192.0,✓,✗,59.45 ± 3.90 / 74.60 ± 3.08@@59.45,29.87 ± 1.36 / 33.75 ± 1.45@@29.87,1.71 ± 1.20 / 47.26 ± 3.07@@1.71,13.00 ± 2.31 / 2.99 ± 0.73@@13.00,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.82@@3.82,2611528704.0,128000.0,4096.0,✓,✗,30.41 ± 6.28 / 42.16 ± 5.37@@30.41,7.02 ± 2.48 / 9.53 ± 1.18@@7.02,2.03 ± 1.65 / 44.18 ± 4.16@@2.03,41.38 ± 1.23 / 18.84 ± 1.25@@41.38,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-1.5B-v3'>speakleash/Bielik-1.5B-v3 (zero-shot)</a>,📝,3.84@@3.84,1596507648.0,32000.0,8192.0,✓,✗,43.44 ± 0.74 / 54.48 ± 0.60@@43.44,19.32 ± 0.42 / 17.28 ± 0.30@@19.32,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,26.75 ± 0.37 / 14.08 ± 0.29@@26.75,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.93@@3.93,8888227328.0,131072.0,131072.0,✓,✗,30.87 ± 1.89 / 36.88 ± 1.02@@30.87,45.08 ± 0.76 / 31.06 ± 2.10@@45.08,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,1.10 ± 0.03 / 0.00 ± 0.00@@1.10,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
