<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/ReBatch/Reynaerde-7B-Instruct'>ReBatch/Reynaerde-7B-Instruct</a>,📝,2.83@@2.83,7248023552.0,32768.0,32768.0,✗,✗,2.10 ± 0.98 / 33.89 ± 0.26@@2.10,59.16 ± 2.29 / 42.33 ± 2.15@@59.16,19.50 ± 1.96 / 55.52 ± 3.92@@19.50,71.70 ± 0.87 / 55.86 ± 1.58@@71.70,15.7.0.dev0@@150700,13.0.0@@130000,13.0.0@@130000,14.2.0.dev0@@140200
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,2.85@@2.85,7452725248.0,250680.0,4096.0,✓,✗,60.15 ± 3.98 / 77.35 ± 2.82@@60.15,42.61 ± 2.74 / 28.99 ± 1.70@@42.61,2.60 ± 2.37 / 40.34 ± 2.28@@2.60,61.25 ± 2.78 / 46.43 ± 2.22@@61.25,15.7.1.dev0@@150701,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/ReBatch/Reynaerde-7B-Chat'>ReBatch/Reynaerde-7B-Chat</a>,📝,2.86@@2.86,7248023552.0,32768.0,32768.0,✗,✗,3.07 ± 2.02 / 34.20 ± 0.44@@3.07,56.22 ± 2.46 / 38.04 ± 1.69@@56.22,20.04 ± 1.67 / 55.38 ± 3.62@@20.04,71.46 ± 0.83 / 55.50 ± 1.19@@71.46,15.7.0.dev0@@150700,13.0.0@@130000,13.0.0@@130000,14.2.0.dev0@@140200
<a href='https://hf.co/BramVanroy/fietje-2b'>BramVanroy/fietje-2b</a>,🧠,2.87@@2.87,2779683840.0,51200.0,2048.0,✓,✗,47.25 ± 9.48 / 69.59 ± 7.80@@47.25,33.92 ± 3.43 / 28.63 ± 2.42@@33.92,6.75 ± 2.55 / 41.28 ± 2.37@@6.75,70.77 ± 1.59 / 57.42 ± 1.26@@70.77,15.7.1.dev0@@150701,12.6.1@@120601,12.6.1@@120601,14.3.0@@140300
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.87@@2.87,3606752256.0,128256.0,131072.0,✓,✗,86.69 ± 1.54 / 93.20 ± 0.89@@86.69,50.15 ± 2.39 / 43.34 ± 2.93@@50.15,13.55 ± 3.56 / 41.62 ± 4.40@@13.55,11.04 ± 1.21 / 0.03 ± 0.02@@11.04,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,2.88@@2.88,7615616512.0,152064.0,131072.0,✓,✗,74.40 ± 1.69 / 86.99 ± 0.84@@74.40,38.65 ± 1.61 / 28.20 ± 1.68@@38.65,10.74 ± 2.99 / 53.13 ± 2.28@@10.74,40.22 ± 1.28 / 23.66 ± 1.75@@40.22,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/BramVanroy/fietje-2b-instruct'>BramVanroy/fietje-2b-instruct</a>,📝,2.88@@2.88,2775059577.0,50297.0,2048.0,✗,✗,57.66 ± 4.18 / 73.38 ± 3.42@@57.66,36.50 ± 2.72 / 28.73 ± 1.41@@36.50,4.81 ± 2.20 / 43.19 ± 1.45@@4.81,66.74 ± 1.83 / 54.52 ± 1.58@@66.74,15.7.1.dev0@@150701,12.6.1@@120601,12.6.1@@120601,14.2.0.dev0@@140200
<a href='https://hf.co/Rijgersberg/Mistral-7B-v0.1-chat-nl'>Rijgersberg/Mistral-7B-v0.1-chat-nl</a>,📝,2.89@@2.89,7241732096.0,32000.0,32768.0,✗,✗,0.00 ± 0.00 / 33.75 ± 0.22@@0.00,56.73 ± 1.95 / 38.97 ± 1.84@@56.73,19.41 ± 2.55 / 57.17 ± 2.38@@19.41,70.13 ± 0.98 / 53.00 ± 1.60@@70.13,15.7.0.dev0@@150700,12.5.2@@120502,12.5.2@@120502,14.2.0.dev0@@140200
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct</a>,🤔,2.89@@2.89,4221757440.0,120818.0,262144.0,✓,✗,74.88 ± 1.68 / 86.95 ± 1.01@@74.88,47.04 ± 1.45 / 36.96 ± 1.44@@47.04,-0.68 ± 0.98 / 34.12 ± 0.32@@-0.68,40.40 ± 0.58 / 0.00 ± 0.00@@40.40,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base</a>,📝,2.89@@2.89,7771263040.0,96640.0,8192.0,✓,✗,67.65 ± 1.50 / 82.95 ± 1.13@@67.65,56.01 ± 2.89 / 30.97 ± 3.04@@56.01,3.20 ± 1.55 / 37.85 ± 2.40@@3.20,28.66 ± 2.06 / 0.05 ± 0.05@@28.66,15.7.1.dev0@@150701,14.4.0@@140400,14.4.0@@140400,15.0.0@@150000
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,2.92@@2.92,7002656768.0,64256.0,16384.0,✓,✗,65.08 ± 1.22 / 82.18 ± 0.70@@65.08,39.60 ± 2.95 / 32.70 ± 2.32@@39.60,1.22 ± 1.81 / 34.56 ± 0.94@@1.22,55.41 ± 1.62 / 44.05 ± 1.70@@55.41,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,2.93@@2.93,1000000000.0,262144.0,32768.0,✓,✗,64.50 ± 1.39 / 80.57 ± 1.11@@64.50,38.96 ± 1.95 / 32.68 ± 1.42@@38.96,10.47 ± 1.34 / 54.19 ± 1.04@@10.47,43.93 ± 1.59 / 29.61 ± 1.55@@43.93,15.7.1.dev0@@150701,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.3.1@@150301
<a href='https://hf.co/NorwAI/NorwAI-Mistral-7B'>NorwAI/NorwAI-Mistral-7B</a>,🧠,2.93@@2.93,7536586752.0,67993.0,4224.0,✓,✗,85.17 ± 1.79 / 92.13 ± 1.10@@85.17,24.15 ± 5.73 / 26.49 ± 4.13@@24.15,1.60 ± 1.71 / 41.51 ± 3.60@@1.60,57.36 ± 2.41 / 44.11 ± 1.33@@57.36,15.7.1.dev0@@150701,12.10.4@@121004,12.10.4@@121004,14.3.0@@140300
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.93@@2.93,1596507648.0,32000.0,8192.0,✓,✗,37.16 ± 24.31 / 59.30 ± 17.38@@37.16,45.62 ± 2.12 / 32.21 ± 1.51@@45.62,10.28 ± 1.56 / 50.97 ± 3.29@@10.28,59.13 ± 1.76 / 47.37 ± 1.46@@59.13,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B-Instruct'>HuggingFaceTB/SmolLM2-1.7B-Instruct</a>,📝,2.94@@2.94,1711376384.0,49152.0,8192.0,✓,✗,74.14 ± 1.95 / 86.37 ± 1.29@@74.14,30.21 ± 3.14 / 23.61 ± 1.01@@30.21,7.66 ± 1.53 / 46.39 ± 4.21@@7.66,49.69 ± 0.65 / 34.61 ± 1.43@@49.69,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,2.94@@2.94,2424375168.0,99000.0,28723.0,✗,✗,62.21 ± 5.05 / 78.96 ± 3.64@@62.21,37.57 ± 2.52 / 26.12 ± 1.67@@37.57,5.59 ± 1.90 / 43.48 ± 2.23@@5.59,45.64 ± 2.09 / 30.83 ± 2.95@@45.64,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/THUDM/GLM-4.1V-9B-Thinking'>THUDM/GLM-4.1V-9B-Thinking</a>,🤔,2.97@@2.97,10292777472.0,151552.0,65536.0,✓,✗,90.15 ± 0.58 / 94.98 ± 0.30@@90.15,53.38 ± 2.11 / 22.88 ± 0.88@@53.38,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,9.75 ± 0.58 / 0.00 ± 0.00@@9.75,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/google/gemma-2b'>google/gemma-2b</a>,🧠,2.97@@2.97,2506172416.0,256000.0,8192.0,✓,✗,86.49 ± 1.94 / 93.00 ± 1.17@@86.49,17.57 ± 4.49 / 17.87 ± 2.72@@17.57,1.13 ± 1.19 / 34.16 ± 1.29@@1.13,61.18 ± 1.63 / 49.22 ± 1.71@@61.18,15.8.1.dev0@@150801,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/BSC-LT/salamandra-2b'>BSC-LT/salamandra-2b</a>,🧠,2.98@@2.98,2253490176.0,256000.0,8192.0,✓,✗,69.02 ± 13.25 / 80.80 ± 10.13@@69.02,29.61 ± 3.81 / 28.10 ± 3.52@@29.61,-0.12 ± 0.78 / 33.87 ± 0.63@@-0.12,58.74 ± 1.34 / 46.40 ± 1.27@@58.74,15.7.1.dev0@@150701,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/tiiuae/Falcon3-3B-Base'>tiiuae/Falcon3-3B-Base</a>,🧠,2.99@@2.99,3227655168.0,131072.0,32768.0,✓,✗,46.94 ± 2.34 / 66.15 ± 1.93@@46.94,46.74 ± 3.20 / 39.02 ± 2.78@@46.74,2.01 ± 2.90 / 38.53 ± 5.01@@2.01,46.33 ± 1.67 / 36.70 ± 1.52@@46.33,15.7.2.dev0@@150702,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.00@@3.00,8888227328.0,131072.0,131072.0,✓,✗,71.72 ± 7.07 / 83.62 ± 4.91@@71.72,61.51 ± 1.40 / 43.31 ± 2.94@@61.51,8.31 ± 4.71 / 37.53 ± 3.64@@8.31,1.08 ± 0.05 / 0.00 ± 0.00@@1.08,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/BSC-LT/salamandra-2b-instruct'>BSC-LT/salamandra-2b-instruct</a>,📝,3.00@@3.00,2253490176.0,256000.0,8192.0,✓,✗,64.59 ± 6.49 / 78.81 ± 5.25@@64.59,29.38 ± 3.16 / 26.61 ± 1.82@@29.38,2.45 ± 1.78 / 46.03 ± 3.05@@2.45,59.50 ± 1.22 / 39.00 ± 2.44@@59.50,15.7.1.dev0@@150701,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.00@@3.00,7768117248.0,256000.0,8192.0,✓,✗,89.90 ± 1.04 / 94.84 ± 0.59@@89.90,24.04 ± 1.20 / 24.63 ± 1.07@@24.04,-0.42 ± 1.51 / 33.42 ± 0.28@@-0.42,50.08 ± 2.66 / 37.50 ± 1.66@@50.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,3.00@@3.00,?,128000.0,4096.0,✓,✗,73.24 ± 6.08 / 84.72 ± 4.30@@73.24,27.89 ± 2.57 / 27.81 ± 2.11@@27.89,0.75 ± 2.22 / 41.08 ± 3.65@@0.75,57.53 ± 1.78 / 44.11 ± 1.67@@57.53,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,3.00@@3.00,8053338176.0,131072.0,65536.0,✗,✗,84.20 ± 1.86 / 91.76 ± 1.06@@84.20,52.64 ± 2.28 / 32.73 ± 1.47@@52.64,1.37 ± 1.13 / 33.47 ± 0.28@@1.37,13.09 ± 1.40 / 0.06 ± 0.04@@13.09,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.03@@3.03,6120003328.0,200192.0,131072.0,✓,✗,54.93 ± 14.39 / 72.03 ± 11.48@@54.93,47.37 ± 2.45 / 38.16 ± 2.47@@47.37,2.67 ± 2.26 / 35.37 ± 1.80@@2.67,37.89 ± 5.24 / 25.80 ± 4.08@@37.89,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.03@@3.03,26123974400.0,200192.0,131072.0,✓,✗,65.82 ± 6.72 / 80.25 ± 4.96@@65.82,62.38 ± 2.32 / 33.40 ± 1.48@@62.38,1.16 ± 1.75 / 34.11 ± 0.95@@1.16,10.93 ± 4.51 / 3.20 ± 2.67@@10.93,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,3.05@@3.05,134734080.0,119547.0,512.0,✓,✗,33.86 ± 7.05 / 66.59 ± 3.82@@33.86,67.89 ± 1.61 / 74.48 ± 1.24@@67.89,21.36 ± 7.80 / 59.50 ± 3.54@@21.36,8.42 ± 0.75 / 2.20 ± 0.34@@8.42,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.06@@3.06,751632384.0,151936.0,40960.0,✓,✗,58.77 ± 2.96 / 78.15 ± 1.87@@58.77,32.76 ± 1.45 / 28.39 ± 1.83@@32.76,10.00 ± 1.76 / 47.45 ± 1.41@@10.00,42.99 ± 1.19 / 24.51 ± 1.95@@42.99,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/ibm-granite/granite-3b-code-instruct-2k'>ibm-granite/granite-3b-code-instruct-2k</a>,📝,3.06@@3.06,3482503680.0,49152.0,2048.0,✓,✗,23.65 ± 9.36 / 49.03 ± 6.61@@23.65,52.75 ± 3.32 / 40.11 ± 3.27@@52.75,0.91 ± 1.31 / 33.79 ± 0.46@@0.91,58.69 ± 0.82 / 44.39 ± 1.63@@58.69,15.7.1.dev0@@150701,15.1.0@@150100,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.07@@3.07,949685760.0,128256.0,4096.0,✗,✗,57.98 ± 2.23 / 77.27 ± 1.87@@57.98,38.75 ± 2.37 / 32.13 ± 2.82@@38.75,1.31 ± 2.46 / 38.47 ± 2.76@@1.31,47.50 ± 1.19 / 34.83 ± 1.58@@47.50,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.07@@3.07,1235814400.0,128256.0,131072.0,✓,✗,80.60 ± 3.02 / 89.49 ± 1.93@@80.60,22.24 ± 3.92 / 19.99 ± 3.42@@22.24,-0.56 ± 2.72 / 48.74 ± 1.45@@-0.56,50.15 ± 1.57 / 36.44 ± 1.71@@50.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B</a>,🧠,3.08@@3.08,1711376384.0,49152.0,8192.0,✓,✗,74.28 ± 2.92 / 85.68 ± 1.97@@74.28,26.69 ± 5.02 / 27.37 ± 4.30@@26.69,1.74 ± 1.83 / 38.39 ± 3.53@@1.74,46.59 ± 1.16 / 37.30 ± 0.98@@46.59,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.09@@3.09,7768117248.0,256000.0,8192.0,✓,✗,86.06 ± 1.08 / 92.76 ± 0.62@@86.06,35.86 ± 2.61 / 25.92 ± 1.78@@35.86,9.70 ± 2.17 / 53.48 ± 0.98@@9.70,14.43 ± 0.50 / 0.02 ± 0.02@@14.43,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.10@@3.10,7504568320.0,128167.0,32768.0,✓,✗,67.87 ± 1.69 / 83.52 ± 0.99@@67.87,37.15 ± 2.06 / 31.31 ± 2.31@@37.15,-1.71 ± 2.71 / 34.07 ± 0.47@@-1.71,40.42 ± 0.45 / 0.00 ± 0.00@@40.42,16.2.2.dev0@@160202,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/NorwAI/NorwAI-Llama2-7B'>NorwAI/NorwAI-Llama2-7B</a>,🧠,3.12@@3.12,7033270272.0,67993.0,4224.0,✓,✗,77.25 ± 3.24 / 87.38 ± 2.13@@77.25,22.50 ± 2.27 / 24.09 ± 2.40@@22.50,-0.61 ± 1.30 / 46.51 ± 2.55@@-0.61,45.36 ± 2.90 / 32.97 ± 2.21@@45.36,15.7.1.dev0@@150701,12.10.4@@121004,12.10.4@@121004,14.3.0@@140300
<a href='https://hf.co/Qwen/Qwen1.5-4B'>Qwen/Qwen1.5-4B</a>,📝,3.13@@3.13,3950369280.0,151936.0,32768.0,✓,✗,83.66 ± 0.90 / 91.74 ± 0.46@@83.66,35.74 ± 3.22 / 31.74 ± 2.24@@35.74,0.23 ± 0.44 / 33.35 ± 0.31@@0.23,24.05 ± 0.72 / 1.74 ± 0.60@@24.05,15.7.1.dev0@@150701,12.5.2@@120502,12.1.0@@120100,14.3.0@@140300
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.14@@3.14,6120003328.0,200192.0,131072.0,✓,✗,26.99 ± 9.68 / 56.12 ± 7.91@@26.99,49.83 ± 1.96 / 44.88 ± 1.82@@49.83,5.18 ± 2.80 / 34.92 ± 1.24@@5.18,43.84 ± 9.15 / 34.34 ± 7.37@@43.84,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.15@@3.15,751632384.0,151936.0,40960.0,✓,✗,64.11 ± 4.41 / 80.16 ± 3.67@@64.11,32.32 ± 2.02 / 28.67 ± 2.14@@32.32,1.23 ± 2.74 / 38.12 ± 3.63@@1.23,39.51 ± 0.89 / 17.86 ± 1.28@@39.51,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen1.5-1.8B-Chat'>Qwen/Qwen1.5-1.8B-Chat</a>,📝,3.16@@3.16,1836828672.0,151936.0,32768.0,✗,✗,67.06 ± 2.96 / 82.32 ± 2.18@@67.06,23.44 ± 5.09 / 25.00 ± 2.33@@23.44,4.11 ± 1.73 / 43.70 ± 3.47@@4.11,47.43 ± 1.55 / 31.45 ± 2.42@@47.43,15.7.1.dev0@@150701,12.5.2@@120502,12.1.0@@120100,14.2.0.dev0@@140200
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.17@@3.17,999885952.0,262144.0,32768.0,✓,✗,56.41 ± 9.47 / 71.71 ± 7.77@@56.41,27.59 ± 3.25 / 28.04 ± 2.56@@27.59,1.58 ± 1.25 / 46.99 ± 2.94@@1.58,52.19 ± 2.19 / 37.68 ± 2.23@@52.19,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased'>sentence-transformers/distiluse-base-multilingual-cased</a>,🔍,3.18@@3.18,134735618.0,119547.0,512.0,✓,✗,37.23 ± 4.68 / 68.13 ± 2.48@@37.23,56.98 ± 1.37 / 66.91 ± 1.60@@56.98,19.37 ± 4.34 / 56.74 ± 3.13@@19.37,7.91 ± 0.25 / 3.11 ± 0.37@@7.91,15.7.2.dev0@@150702,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,3.19@@3.19,20918423552.0,64000.0,2048.0,✓,✗,32.84 ± 6.07 / 65.57 ± 3.39@@32.84,35.98 ± 3.72 / 34.31 ± 2.76@@35.98,1.93 ± 1.04 / 47.93 ± 2.28@@1.93,56.02 ± 0.94 / 43.71 ± 1.22@@56.02,15.7.0.dev0@@150700,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-instruct'>ibm-granite/granite-3.0-1b-a400m-instruct</a>,📝,3.19@@3.19,1334628352.0,49155.0,4096.0,✓,✗,64.57 ± 2.64 / 80.22 ± 2.20@@64.57,30.60 ± 2.69 / 26.10 ± 1.90@@30.60,1.04 ± 1.52 / 45.97 ± 3.20@@1.04,41.33 ± 1.21 / 31.91 ± 1.05@@41.33,15.7.1.dev0@@150701,13.2.0@@130200,13.2.0@@130200,14.2.0.dev0@@140200
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,3.19@@3.19,14659507200.0,100352.0,32768.0,✓,✗,42.97 ± 3.55 / 64.71 ± 2.83@@42.97,41.73 ± 6.35 / 33.58 ± 5.10@@41.73,9.06 ± 10.73 / 52.52 ± 5.18@@9.06,34.10 ± 2.45 / 0.00 ± 0.00@@34.10,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.20@@3.20,1170340608.0,65536.0,128000.0,✗,✗,65.48 ± 3.84 / 81.02 ± 3.06@@65.48,36.14 ± 1.85 / 31.48 ± 1.42@@36.14,-1.60 ± 1.90 / 34.30 ± 0.74@@-1.60,32.74 ± 1.27 / 9.53 ± 3.82@@32.74,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/google/gemma-7b-it'>google/gemma-7b-it</a>,📝,3.21@@3.21,8537680896.0,256000.0,8192.0,✗,✗,49.33 ± 11.04 / 71.80 ± 6.02@@49.33,45.08 ± 4.16 / 39.03 ± 4.16@@45.08,5.37 ± 2.12 / 46.76 ± 4.10@@5.37,24.21 ± 2.12 / 5.17 ± 1.38@@24.21,15.7.0.dev0@@150700,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/google/gemma-2b-it'>google/gemma-2b-it</a>,📝,3.21@@3.21,2506172416.0,256000.0,8192.0,✗,✗,58.89 ± 4.49 / 75.33 ± 3.82@@58.89,35.26 ± 1.99 / 29.18 ± 2.67@@35.26,1.78 ± 1.98 / 47.52 ± 2.02@@1.78,32.44 ± 3.87 / 16.22 ± 3.97@@32.44,15.8.1.dev0@@150801,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.21@@3.21,3211926528.0,65536.0,4096.0,✓,✗,53.19 ± 5.27 / 71.71 ± 4.57@@53.19,31.13 ± 3.71 / 29.34 ± 2.26@@31.13,1.23 ± 1.73 / 44.71 ± 3.28@@1.23,39.42 ± 1.97 / 29.42 ± 1.35@@39.42,15.7.1.dev0@@150701,14.0.4@@140004,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.21@@3.21,2611528704.0,128000.0,4096.0,✓,✗,66.54 ± 4.41 / 80.20 ± 3.22@@66.54,13.26 ± 4.09 / 15.58 ± 2.52@@13.26,2.54 ± 2.72 / 42.46 ± 4.09@@2.54,55.92 ± 1.21 / 41.96 ± 1.54@@55.92,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,3.22@@3.22,7241732096.0,32000.0,4096.0,✓,✗,74.48 ± 3.17 / 86.64 ± 1.75@@74.48,33.98 ± 3.34 / 23.26 ± 2.04@@33.98,-0.34 ± 0.84 / 37.53 ± 3.67@@-0.34,21.22 ± 1.68 / 0.01 ± 0.01@@21.22,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/state-spaces/mamba-2.8b-hf'>state-spaces/mamba-2.8b-hf</a>,🧠,3.26@@3.26,2768345600.0,50280.0,33024.0,✓,✗,69.95 ± 4.46 / 82.37 ± 3.16@@69.95,22.95 ± 1.99 / 23.05 ± 1.55@@22.95,3.12 ± 1.51 / 45.58 ± 4.56@@3.12,34.26 ± 1.79 / 22.23 ± 1.22@@34.26,15.7.1.dev0@@150701,13.0.0@@130000,13.0.0@@130000,15.6.1.dev0@@150601
