<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=13 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=14 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.64@@2.64,?,?,400000.0,✓,✗,49.50 ± 1.29 / 60.37 ± 1.11@@49.50,51.21 ± 0.86 / 51.21 ± 0.86@@51.21,14.52 ± 2.74 / 57.16 ± 1.37@@14.52,57.90 ± 0.61 / 32.01 ± 0.43@@57.90,31.95 ± 0.21 / 35.66 ± 0.23@@31.95,39.75 ± 4.24 / 55.31 ± 3.02@@39.75,-2.94 ± 3.34 / 44.22 ± 1.63@@-2.94,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.65@@2.65,8030261248.0,128256.0,131072.0,✓,✗,46.63 ± 1.43 / 59.33 ± 1.47@@46.63,59.72 ± 2.60 / 59.72 ± 2.60@@59.72,5.93 ± 1.86 / 41.77 ± 4.63@@5.93,72.09 ± 1.61 / 52.93 ± 2.33@@72.09,26.69 ± 1.78 / 27.83 ± 1.90@@26.69,38.72 ± 2.82 / 53.84 ± 2.04@@38.72,3.95 ± 2.03 / 51.78 ± 1.00@@3.95,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.5.0.dev0@@160500,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.65@@2.65,?,?,?,✓,✗,45.88 ± 1.67 / 62.03 ± 1.54@@45.88,53.05 ± 1.49 / 53.05 ± 1.49@@53.05,1.73 ± 1.65 / 34.01 ± 0.77@@1.73,59.48 ± 1.36 / 36.08 ± 1.19@@59.48,31.28 ± 0.13 / 33.41 ± 0.16@@31.28,47.62 ± 2.66 / 60.65 ± 1.85@@47.62,12.85 ± 1.96 / 55.58 ± 0.98@@12.85,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.67@@2.67,3849090048.0,131072.0,8192.0,✓,✗,45.01 ± 1.62 / 60.27 ± 1.49@@45.01,57.81 ± 1.45 / 57.81 ± 1.45@@57.81,6.00 ± 2.03 / 48.02 ± 2.46@@6.00,66.97 ± 1.10 / 45.02 ± 1.22@@66.97,25.77 ± 0.98 / 26.91 ± 1.14@@25.77,41.14 ± 4.75 / 55.94 ± 3.62@@41.14,12.93 ± 3.65 / 58.83 ± 2.24@@12.93,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.67@@2.67,32233522176.0,100278.0,65536.0,✗,✗,41.72 ± 1.23 / 51.84 ± 1.12@@41.72,63.43 ± 1.31 / 63.43 ± 1.31@@63.43,4.83 ± 3.07 / 35.79 ± 1.18@@4.83,50.64 ± 0.90 / 29.55 ± 1.31@@50.64,23.79 ± 0.55 / 24.62 ± 0.62@@23.79,48.75 ± 4.91 / 61.88 ± 3.57@@48.75,22.30 ± 4.48 / 62.42 ± 2.34@@22.30,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.69@@2.69,4659861248.0,248044.0,8192.0,✓,✗,42.34 ± 1.08 / 50.98 ± 1.02@@42.34,49.08 ± 2.31 / 49.08 ± 2.31@@49.08,9.56 ± 2.24 / 38.46 ± 0.98@@9.56,23.00 ± 1.31 / 16.68 ± 0.96@@23.00,25.01 ± 0.54 / 26.00 ± 0.61@@25.01,43.64 ± 4.81 / 58.75 ± 3.12@@43.64,57.28 ± 2.02 / 80.31 ± 0.90@@57.28,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.70@@2.70,8030326784.0,128264.0,131072.0,✓,✗,43.64 ± 1.02 / 52.13 ± 1.25@@43.64,58.55 ± 1.40 / 58.55 ± 1.40@@58.55,8.28 ± 1.54 / 47.78 ± 0.81@@8.28,65.94 ± 1.61 / 45.52 ± 2.02@@65.94,27.33 ± 2.56 / 27.81 ± 2.88@@27.33,36.48 ± 1.39 / 52.33 ± 0.99@@36.48,5.76 ± 3.00 / 52.91 ± 1.21@@5.76,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.71@@2.71,9152319488.0,128000.0,4096.0,✓,✗,31.74 ± 2.49 / 43.83 ± 1.27@@31.74,54.31 ± 2.14 / 54.31 ± 2.14@@54.31,2.77 ± 1.48 / 34.32 ± 0.72@@2.77,67.07 ± 1.22 / 47.55 ± 1.68@@67.07,26.02 ± 1.82 / 26.23 ± 2.04@@26.02,57.99 ± 2.03 / 68.38 ± 1.54@@57.99,13.82 ± 2.60 / 55.25 ± 0.88@@13.82,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.71@@2.71,4300079472.0,262144.0,8192.0,✓,✗,44.50 ± 1.65 / 58.48 ± 2.28@@44.50,58.02 ± 1.34 / 58.02 ± 1.34@@58.02,18.05 ± 1.07 / 56.84 ± 0.97@@18.05,24.83 ± 1.97 / 3.98 ± 0.95@@24.83,32.71 ± 0.26 / 34.55 ± 0.35@@32.71,37.76 ± 2.72 / 53.33 ± 1.85@@37.76,7.14 ± 1.53 / 53.52 ± 0.77@@7.14,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.74@@2.74,32233522176.0,100278.0,65536.0,✗,✗,43.48 ± 1.38 / 58.11 ± 1.14@@43.48,50.97 ± 1.31 / 50.97 ± 1.31@@50.97,11.60 ± 1.18 / 55.37 ± 0.71@@11.60,64.03 ± 0.96 / 43.14 ± 1.41@@64.03,30.48 ± 0.93 / 31.80 ± 1.18@@30.48,25.52 ± 1.48 / 44.04 ± 1.20@@25.52,6.12 ± 2.20 / 52.91 ± 1.07@@6.12,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.74@@2.74,5123178979.0,262144.0,8192.0,✓,✗,43.74 ± 1.28 / 62.35 ± 0.91@@43.74,52.02 ± 1.68 / 52.02 ± 1.68@@52.02,7.79 ± 1.19 / 50.45 ± 0.73@@7.79,58.08 ± 0.88 / 33.43 ± 0.93@@58.08,31.19 ± 0.18 / 32.95 ± 0.20@@31.19,22.73 ± 5.45 / 42.50 ± 4.38@@22.73,11.50 ± 2.94 / 52.89 ± 1.41@@11.50,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.75@@2.75,21511953984.0,201088.0,131072.0,✓,✗,40.61 ± 0.72 / 48.82 ± 0.89@@40.61,57.93 ± 0.49 / 57.93 ± 0.49@@57.93,17.17 ± 1.52 / 48.46 ± 1.25@@17.17,51.00 ± 1.05 / 28.03 ± 0.95@@51.00,19.07 ± 1.29 / 21.11 ± 1.43@@19.07,51.15 ± 9.24 / 61.81 ± 6.95@@51.15,20.95 ± 4.26 / 59.83 ± 2.37@@20.95,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.15.0.dev0@@161500,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.75@@2.75,3349227520.0,262144.0,500000.0,✗,✗,50.51 ± 3.08 / 64.26 ± 2.62@@50.51,45.87 ± 1.66 / 45.87 ± 1.66@@45.87,4.29 ± 4.96 / 42.14 ± 4.66@@4.29,69.60 ± 2.32 / 49.40 ± 2.37@@69.60,30.60 ± 0.40 / 32.46 ± 0.49@@30.60,31.02 ± 8.93 / 48.12 ± 6.60@@31.02,-3.54 ± 5.21 / 58.05 ± 4.04@@-3.54,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.77@@2.77,11168796672.0,32128.0,32768.0,✓,✓,39.78 ± 1.19 / 54.87 ± 0.77@@39.78,58.84 ± 1.56 / 58.84 ± 1.56@@58.84,7.73 ± 1.25 / 53.03 ± 0.74@@7.73,66.85 ± 0.58 / 46.07 ± 1.17@@66.85,30.55 ± 0.35 / 32.29 ± 0.39@@30.55,19.03 ± 4.82 / 37.81 ± 3.37@@19.03,0.92 ± 3.61 / 53.59 ± 2.16@@0.92,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.77@@2.77,32233522176.0,100278.0,65536.0,✗,✗,42.65 ± 1.33 / 58.50 ± 1.10@@42.65,50.97 ± 1.58 / 50.97 ± 1.58@@50.97,11.99 ± 1.68 / 55.47 ± 1.05@@11.99,62.68 ± 1.19 / 43.29 ± 1.70@@62.68,29.94 ± 0.92 / 31.10 ± 1.17@@29.94,25.64 ± 2.85 / 44.13 ± 2.25@@25.64,3.21 ± 1.93 / 51.44 ± 0.90@@3.21,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,2.78@@2.78,13945031680.0,131072.0,8192.0,✓,✗,49.77 ± 1.59 / 61.77 ± 1.23@@49.77,64.74 ± 1.60 / 64.74 ± 1.60@@64.74,22.06 ± 3.06 / 59.95 ± 1.69@@22.06,72.63 ± 0.70 / 53.18 ± 1.00@@72.63,3.36 ± 0.78 / 3.55 ± 0.82@@3.36,51.94 ± 3.39 / 64.38 ± 2.56@@51.94,20.58 ± 3.79 / 61.02 ± 1.59@@20.58,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.79@@2.79,4300079472.0,262144.0,8192.0,✓,✗,47.92 ± 1.35 / 60.97 ± 1.69@@47.92,53.53 ± 2.72 / 53.53 ± 2.72@@53.53,4.25 ± 1.52 / 40.03 ± 1.88@@4.25,68.69 ± 2.21 / 50.18 ± 2.50@@68.69,22.51 ± 1.57 / 22.93 ± 1.75@@22.51,41.45 ± 1.76 / 56.03 ± 1.27@@41.45,2.49 ± 2.16 / 51.14 ± 1.13@@2.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.85@@2.85,32233522176.0,100278.0,65536.0,✓,✗,31.38 ± 4.85 / 52.66 ± 5.78@@31.38,54.60 ± 1.74 / 54.60 ± 1.74@@54.60,8.26 ± 1.70 / 49.26 ± 2.73@@8.26,70.98 ± 1.32 / 53.38 ± 1.98@@70.98,27.40 ± 1.16 / 28.53 ± 1.42@@27.40,24.58 ± 2.14 / 43.28 ± 1.70@@24.58,4.54 ± 1.62 / 50.96 ± 1.03@@4.54,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.87@@2.87,31577937344.0,131072.0,262144.0,✓,✗,44.70 ± 2.17 / 63.47 ± 1.05@@44.70,52.98 ± 2.10 / 52.98 ± 2.10@@52.98,5.85 ± 2.41 / 49.14 ± 1.50@@5.85,61.81 ± 0.98 / 43.11 ± 0.98@@61.81,25.90 ± 0.89 / 27.35 ± 1.09@@25.90,17.50 ± 5.03 / 38.12 ± 3.81@@17.50,6.99 ± 2.67 / 56.80 ± 0.92@@6.99,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.88@@2.88,31577934400.0,131072.0,262144.0,✓,✗,37.44 ± 1.05 / 52.88 ± 0.50@@37.44,58.20 ± 0.95 / 58.20 ± 0.95@@58.20,4.94 ± 1.89 / 36.13 ± 0.79@@4.94,42.63 ± 0.77 / 20.96 ± 1.11@@42.63,24.40 ± 0.30 / 28.88 ± 0.30@@24.40,33.32 ± 3.87 / 48.12 ± 3.13@@33.32,20.97 ± 2.50 / 58.13 ± 1.53@@20.97,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.88@@2.88,3191396096.0,100352.0,131072.0,✓,✗,41.44 ± 1.04 / 55.27 ± 1.04@@41.44,55.16 ± 1.17 / 55.16 ± 1.17@@55.16,7.64 ± 1.08 / 48.02 ± 2.79@@7.64,58.22 ± 1.53 / 37.36 ± 2.19@@58.22,30.28 ± 0.29 / 31.98 ± 0.34@@30.28,17.61 ± 2.65 / 38.19 ± 1.91@@17.61,1.30 ± 2.17 / 49.89 ± 0.86@@1.30,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.14.0.dev0@@161400,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.88@@2.88,2274067232.0,248044.0,8192.0,✓,✗,40.49 ± 5.77 / 61.80 ± 3.21@@40.49,49.43 ± 3.54 / 49.43 ± 3.54@@49.43,7.58 ± 4.63 / 44.30 ± 3.75@@7.58,59.48 ± 1.50 / 36.33 ± 1.49@@59.48,31.19 ± 0.48 / 33.10 ± 0.59@@31.19,20.80 ± 7.57 / 38.12 ± 5.76@@20.80,-6.49 ± 8.39 / 45.70 ± 4.34@@-6.49,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.90@@2.90,3349227520.0,262144.0,500000.0,✗,✗,38.71 ± 1.78 / 40.77 ± 1.48@@38.71,51.13 ± 1.12 / 51.13 ± 1.12@@51.13,1.26 ± 4.12 / 35.24 ± 1.04@@1.26,57.13 ± 1.27 / 33.85 ± 1.51@@57.13,31.81 ± 0.39 / 33.60 ± 0.45@@31.81,22.36 ± 8.28 / 42.50 ± 5.57@@22.36,0.81 ± 5.72 / 61.88 ± 2.75@@0.81,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.90@@2.90,3349227520.0,262144.0,500000.0,✗,✗,38.88 ± 1.86 / 40.93 ± 1.57@@38.88,51.10 ± 1.85 / 51.10 ± 1.85@@51.10,0.91 ± 3.18 / 35.56 ± 0.90@@0.91,56.65 ± 1.62 / 33.23 ± 1.90@@56.65,31.62 ± 0.40 / 33.33 ± 0.48@@31.62,27.59 ± 6.93 / 45.94 ± 4.84@@27.59,-0.78 ± 6.41 / 61.88 ± 2.86@@-0.78,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.92@@2.92,32003216384.0,102400.0,131072.0,✗,✗,39.03 ± 1.37 / 58.78 ± 0.99@@39.03,55.95 ± 1.11 / 55.95 ± 1.11@@55.95,6.61 ± 1.96 / 48.77 ± 1.08@@6.61,58.06 ± 1.10 / 35.95 ± 1.08@@58.06,30.70 ± 0.24 / 32.55 ± 0.27@@30.70,10.17 ± 4.10 / 31.25 ± 2.68@@10.17,-2.09 ± 2.29 / 55.39 ± 1.09@@-2.09,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.92@@2.92,32233522176.0,100278.0,65536.0,✗,✗,41.00 ± 0.93 / 51.51 ± 1.39@@41.00,51.95 ± 2.42 / 51.95 ± 2.42@@51.95,11.00 ± 0.79 / 54.08 ± 0.96@@11.00,68.08 ± 1.07 / 50.23 ± 1.35@@68.08,19.79 ± 1.36 / 19.62 ± 1.43@@19.79,24.24 ± 1.30 / 42.94 ± 1.23@@24.24,5.49 ± 2.43 / 52.62 ± 1.20@@5.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.92@@2.92,2031739904.0,151936.0,40960.0,✓,✗,39.04 ± 1.22 / 45.82 ± 1.54@@39.04,44.36 ± 2.70 / 44.36 ± 2.70@@44.36,8.97 ± 0.94 / 49.19 ± 2.92@@8.97,56.07 ± 1.44 / 36.40 ± 1.65@@56.07,30.10 ± 1.14 / 31.52 ± 1.32@@30.10,15.44 ± 2.10 / 35.46 ± 1.56@@15.44,7.60 ± 2.48 / 53.93 ± 1.24@@7.60,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.94@@2.94,25805936206.0,262144.0,8192.0,✓,✗,37.11 ± 2.75 / 53.92 ± 2.07@@37.11,47.90 ± 2.20 / 47.90 ± 2.20@@47.90,7.79 ± 2.24 / 52.93 ± 1.12@@7.79,65.70 ± 1.25 / 43.95 ± 1.19@@65.70,19.93 ± 1.52 / 20.33 ± 1.61@@19.93,42.68 ± 3.67 / 57.50 ± 2.92@@42.68,2.73 ± 2.13 / 53.91 ± 1.15@@2.73,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.94@@2.94,3402836480.0,100352.0,131072.0,✓,✗,39.73 ± 0.81 / 54.68 ± 1.62@@39.73,56.33 ± 1.36 / 56.33 ± 1.36@@56.33,8.85 ± 1.35 / 45.71 ± 1.80@@8.85,49.52 ± 1.84 / 26.85 ± 2.06@@49.52,29.93 ± 0.31 / 31.59 ± 0.37@@29.93,17.01 ± 1.98 / 37.65 ± 1.48@@17.01,0.07 ± 1.59 / 49.63 ± 0.89@@0.07,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.94@@2.94,4659861248.0,248044.0,8192.0,✓,✗,4.80 ± 1.94 / 26.07 ± 1.39@@4.80,61.75 ± 1.90 / 61.75 ± 1.90@@61.75,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,72.14 ± 1.13 / 52.32 ± 1.39@@72.14,23.94 ± 1.00 / 24.10 ± 1.11@@23.94,42.83 ± 3.95 / 57.19 ± 2.95@@42.83,18.02 ± 2.59 / 51.02 ± 1.66@@18.02,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,3.08@@3.08,30491811840.0,131072.0,262144.0,✓,✗,32.60 ± 2.12 / 50.99 ± 1.64@@32.60,51.11 ± 1.19 / 51.11 ± 1.19@@51.11,2.32 ± 2.23 / 48.87 ± 1.04@@2.32,52.16 ± 1.08 / 30.31 ± 0.92@@52.16,22.30 ± 0.21 / 27.19 ± 0.20@@22.30,29.68 ± 5.87 / 46.88 ± 4.01@@29.68,10.40 ± 4.42 / 53.52 ± 1.95@@10.40,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.14@@3.14,7298011136.0,100278.0,65536.0,✗,✗,31.10 ± 1.54 / 53.40 ± 1.41@@31.10,46.47 ± 2.26 / 46.47 ± 2.26@@46.47,6.28 ± 2.12 / 52.91 ± 1.08@@6.28,52.05 ± 1.10 / 33.82 ± 1.26@@52.05,28.72 ± 0.60 / 30.44 ± 0.62@@28.72,8.54 ± 2.48 / 31.43 ± 1.88@@8.54,-0.68 ± 1.86 / 50.06 ± 0.86@@-0.68,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,3.16@@3.16,26123974400.0,200192.0,131072.0,✗,✗,25.51 ± 3.10 / 39.43 ± 2.08@@25.51,45.41 ± 1.61 / 45.41 ± 1.61@@45.41,2.49 ± 2.10 / 50.45 ± 1.19@@2.49,42.66 ± 1.25 / 24.43 ± 0.95@@42.66,24.56 ± 1.17 / 28.25 ± 1.35@@24.56,27.62 ± 4.43 / 44.69 ± 3.30@@27.62,15.53 ± 3.93 / 57.81 ± 1.71@@15.53,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.16@@3.16,873436192.0,248044.0,8192.0,✓,✗,37.06 ± 1.57 / 53.60 ± 1.55@@37.06,41.29 ± 1.54 / 41.29 ± 1.54@@41.29,7.35 ± 2.28 / 45.57 ± 1.79@@7.35,48.54 ± 0.58 / 29.98 ± 0.85@@48.54,29.51 ± 0.23 / 31.71 ± 0.26@@29.51,2.65 ± 3.16 / 30.31 ± 2.80@@2.65,0.55 ± 2.46 / 37.19 ± 1.22@@0.55,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.17@@3.17,7298011136.0,100278.0,65536.0,✗,✗,30.58 ± 1.88 / 53.14 ± 1.82@@30.58,47.10 ± 1.56 / 47.10 ± 1.56@@47.10,5.83 ± 0.86 / 52.72 ± 0.46@@5.83,51.59 ± 0.93 / 31.51 ± 0.94@@51.59,28.40 ± 0.53 / 30.14 ± 0.54@@28.40,9.65 ± 2.61 / 32.14 ± 2.21@@9.65,-1.17 ± 1.91 / 49.88 ± 0.99@@-1.17,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
