<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=15 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.26@@2.26,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,47.99 ± 1.58 / 65.09 ± 1.34@@47.99,47.63 ± 1.25 / 31.53 ± 1.84@@47.63,21.06 ± 2.18 / 51.31 ± 2.80@@21.06,65.38 ± 1.74 / 44.73 ± 2.26@@65.38,38.67 ± 1.32 / 53.80 ± 0.97@@38.67,66.07 ± 3.61 / 82.35 ± 2.16@@66.07,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.29@@2.29,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,45.67 ± 1.02 / 64.34 ± 0.67@@45.67,47.37 ± 1.45 / 30.43 ± 1.91@@47.37,23.05 ± 1.32 / 59.63 ± 1.23@@23.05,60.44 ± 1.34 / 35.29 ± 1.95@@60.44,35.73 ± 0.87 / 51.75 ± 0.67@@35.73,72.49 ± 6.31 / 86.29 ± 3.13@@72.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.30@@2.30,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,51.26 ± 2.02 / 67.17 ± 1.45@@51.26,44.05 ± 2.76 / 38.54 ± 2.49@@44.05,18.66 ± 1.63 / 58.30 ± 0.79@@18.66,52.49 ± 1.04 / 31.27 ± 1.25@@52.49,54.50 ± 2.49 / 64.46 ± 2.20@@54.50,58.14 ± 4.76 / 78.71 ± 2.42@@58.14,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.35@@2.35,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,38.85 ± 2.82 / 56.88 ± 2.60@@38.85,43.39 ± 1.61 / 25.18 ± 1.05@@43.39,25.12 ± 2.56 / 61.42 ± 1.36@@25.12,63.77 ± 1.47 / 42.62 ± 1.77@@63.77,47.20 ± 1.10 / 59.41 ± 0.81@@47.20,50.75 ± 3.61 / 75.79 ± 1.67@@50.75,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.35@@2.35,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,43.37 ± 1.23 / 59.26 ± 0.81@@43.37,37.79 ± 3.26 / 32.15 ± 2.39@@37.79,15.93 ± 2.51 / 49.91 ± 1.75@@15.93,36.72 ± 0.76 / 27.32 ± 0.77@@36.72,70.54 ± 0.83 / 77.97 ± 0.70@@70.54,80.99 ± 3.27 / 90.35 ± 1.70@@80.99,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.36@@2.36,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,42.46 ± 0.81 / 56.49 ± 1.06@@42.46,38.24 ± 1.57 / 26.74 ± 1.90@@38.24,15.94 ± 3.31 / 40.00 ± 2.17@@15.94,65.12 ± 1.57 / 42.85 ± 2.26@@65.12,37.33 ± 0.85 / 51.68 ± 0.67@@37.33,80.67 ± 2.84 / 90.38 ± 1.42@@80.67,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,2.36@@2.36,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,45.98 ± 1.35 / 64.33 ± 0.87@@45.98,53.13 ± 2.61 / 36.74 ± 2.89@@53.13,33.15 ± 2.97 / 63.70 ± 3.47@@33.15,67.91 ± 1.47 / 46.14 ± 1.42@@67.91,25.44 ± 4.54 / 40.00 ± 4.40@@25.44,19.09 ± 6.10 / 58.86 ± 3.26@@19.09,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.37@@2.37,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,44.80 ± 1.70 / 64.02 ± 1.16@@44.80,50.30 ± 1.89 / 37.85 ± 1.68@@50.30,16.72 ± 1.93 / 57.00 ± 0.84@@16.72,64.86 ± 1.11 / 39.30 ± 1.42@@64.86,41.72 ± 1.43 / 56.52 ± 1.05@@41.72,43.49 ± 4.98 / 72.46 ± 2.41@@43.49,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.38@@2.38,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,35.18 ± 1.26 / 41.53 ± 0.77@@35.18,48.33 ± 1.66 / 36.44 ± 3.36@@48.33,22.24 ± 4.49 / 56.86 ± 5.62@@22.24,66.90 ± 1.86 / 47.50 ± 2.50@@66.90,37.02 ± 0.69 / 50.66 ± 0.97@@37.02,62.15 ± 4.13 / 79.55 ± 2.39@@62.15,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.38@@2.38,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,19.12 ± 1.78 / 30.63 ± 1.51@@19.12,65.38 ± 2.12 / 54.15 ± 2.30@@65.38,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,73.45 ± 1.23 / 52.78 ± 1.57@@73.45,57.68 ± 1.56 / 68.83 ± 1.18@@57.68,70.35 ± 4.11 / 83.16 ± 2.51@@70.35,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.39@@2.39,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,35.82 ± 1.94 / 57.21 ± 1.71@@35.82,48.03 ± 2.69 / 34.87 ± 3.27@@48.03,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,67.15 ± 3.88 / 48.91 ± 4.70@@67.15,51.16 ± 0.60 / 63.16 ± 0.49@@51.16,87.95 ± 4.67 / 94.09 ± 2.20@@87.95,16.5.0.dev0@@160500,15.16.0.dev0@@151600,16.5.0.dev0@@160500,15.16.0.dev0@@151600,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.39@@2.39,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,43.49 ± 1.53 / 62.01 ± 1.19@@43.49,43.31 ± 1.87 / 27.05 ± 2.06@@43.31,24.78 ± 0.90 / 62.00 ± 0.62@@24.78,62.70 ± 1.26 / 41.30 ± 1.39@@62.70,31.49 ± 1.16 / 48.43 ± 0.93@@31.49,58.35 ± 4.04 / 79.32 ± 2.07@@58.35,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.42@@2.42,?,?,1047576.0,✓,✗,✗,✓,43.84 ± 2.46 / 62.13 ± 1.77@@43.84,31.95 ± 1.91 / 19.49 ± 1.03@@31.95,28.53 ± 4.22 / 62.59 ± 2.18@@28.53,51.01 ± 1.26 / 23.95 ± 1.29@@51.01,44.28 ± 2.94 / 58.40 ± 2.26@@44.28,60.50 ± 7.43 / 80.35 ± 3.58@@60.50,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.44@@2.44,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,44.65 ± 1.90 / 62.95 ± 1.32@@44.65,40.95 ± 1.83 / 22.67 ± 1.16@@40.95,22.64 ± 1.37 / 58.30 ± 1.40@@22.64,63.08 ± 1.92 / 41.99 ± 1.81@@63.08,33.76 ± 1.26 / 50.41 ± 0.94@@33.76,48.44 ± 4.34 / 74.17 ± 2.17@@48.44,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.46@@2.46,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,45.57 ± 1.06 / 63.89 ± 0.73@@45.57,38.71 ± 1.14 / 21.16 ± 0.84@@38.71,18.73 ± 2.56 / 58.38 ± 1.16@@18.73,59.15 ± 1.50 / 37.63 ± 1.36@@59.15,32.10 ± 0.76 / 49.07 ± 0.58@@32.10,68.61 ± 8.91 / 84.55 ± 4.22@@68.61,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.47@@2.47,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,40.60 ± 1.42 / 60.55 ± 1.11@@40.60,38.12 ± 1.44 / 19.69 ± 1.35@@38.12,22.09 ± 2.18 / 60.54 ± 1.32@@22.09,63.27 ± 1.70 / 40.78 ± 2.15@@63.27,29.33 ± 0.79 / 46.75 ± 0.64@@29.33,66.00 ± 4.04 / 83.18 ± 1.99@@66.00,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.48@@2.48,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,43.94 ± 2.84 / 62.75 ± 2.14@@43.94,42.56 ± 3.70 / 23.98 ± 3.15@@42.56,14.58 ± 4.62 / 42.99 ± 2.13@@14.58,62.10 ± 1.95 / 40.48 ± 2.24@@62.10,32.44 ± 2.33 / 49.45 ± 1.79@@32.44,50.65 ± 3.35 / 73.51 ± 1.58@@50.65,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.51@@2.51,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,43.46 ± 1.77 / 62.43 ± 1.09@@43.46,49.05 ± 1.93 / 34.08 ± 1.38@@49.05,11.78 ± 2.10 / 54.76 ± 1.20@@11.78,65.20 ± 2.39 / 45.49 ± 3.18@@65.20,30.13 ± 1.20 / 47.67 ± 0.88@@30.13,43.80 ± 3.19 / 72.05 ± 1.68@@43.80,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.53@@2.53,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,41.36 ± 1.64 / 60.94 ± 1.21@@41.36,38.46 ± 1.37 / 21.27 ± 1.21@@38.46,14.34 ± 3.93 / 40.21 ± 3.09@@14.34,62.15 ± 1.28 / 39.92 ± 2.25@@62.15,28.77 ± 1.05 / 46.42 ± 0.76@@28.77,76.87 ± 3.56 / 88.48 ± 1.81@@76.87,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.54@@2.54,?,?,400000.0,✓,✗,✗,✓,41.06 ± 1.55 / 60.75 ± 1.05@@41.06,35.35 ± 1.09 / 18.12 ± 0.70@@35.35,8.25 ± 1.11 / 53.99 ± 0.53@@8.25,56.68 ± 0.41 / 29.15 ± 0.84@@56.68,49.29 ± 1.49 / 61.88 ± 1.07@@49.29,71.83 ± 3.17 / 85.96 ± 1.38@@71.83,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.55@@2.55,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,43.15 ± 2.55 / 62.14 ± 1.98@@43.15,41.24 ± 4.15 / 22.46 ± 3.32@@41.24,12.00 ± 2.91 / 39.67 ± 1.30@@12.00,60.86 ± 1.76 / 40.12 ± 1.88@@60.86,32.89 ± 3.37 / 49.69 ± 2.58@@32.89,50.40 ± 2.66 / 73.33 ± 1.34@@50.40,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.58@@2.58,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,29.15 ± 3.10 / 40.90 ± 4.02@@29.15,44.78 ± 2.01 / 31.48 ± 2.13@@44.78,3.43 ± 3.16 / 34.44 ± 1.16@@3.43,67.00 ± 2.02 / 48.65 ± 2.61@@67.00,37.18 ± 0.71 / 52.21 ± 0.58@@37.18,79.24 ± 5.70 / 88.56 ± 3.64@@79.24,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,2.58@@2.58,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,43.49 ± 1.53 / 62.01 ± 1.19@@43.49,43.31 ± 1.87 / 27.05 ± 2.06@@43.31,24.78 ± 0.90 / 62.00 ± 0.62@@24.78,62.70 ± 1.26 / 41.30 ± 1.39@@62.70,9.85 ± 2.25 / 30.20 ± 1.28@@9.85,43.23 ± 5.07 / 68.79 ± 3.96@@43.23,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.63@@2.63,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,41.92 ± 2.13 / 62.55 ± 1.46@@41.92,59.61 ± 1.71 / 42.83 ± 2.13@@59.61,3.83 ± 2.76 / 37.51 ± 1.27@@3.83,45.07 ± 0.74 / 20.91 ± 0.91@@45.07,38.73 ± 1.21 / 54.14 ± 0.80@@38.73,33.42 ± 6.61 / 67.02 ± 3.29@@33.42,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.66@@2.66,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,40.37 ± 1.39 / 58.12 ± 1.11@@40.37,39.39 ± 1.80 / 23.03 ± 1.61@@39.39,13.22 ± 0.83 / 53.71 ± 1.55@@13.22,65.85 ± 1.03 / 45.61 ± 1.34@@65.85,23.26 ± 0.93 / 42.32 ± 0.71@@23.26,39.96 ± 6.37 / 70.61 ± 3.14@@39.96,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.68@@2.68,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,11.38 ± 1.06 / 20.68 ± 0.82@@11.38,53.62 ± 1.28 / 40.73 ± 1.52@@53.62,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,69.86 ± 1.40 / 48.39 ± 1.72@@69.86,46.12 ± 1.53 / 59.45 ± 1.18@@46.12,68.70 ± 3.96 / 83.51 ± 1.82@@68.70,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.70@@2.70,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,29.65 ± 2.36 / 53.59 ± 1.60@@29.65,53.08 ± 2.69 / 43.18 ± 2.43@@53.08,-0.04 ± 1.31 / 33.00 ± 0.51@@-0.04,61.42 ± 1.82 / 38.27 ± 1.90@@61.42,45.89 ± 2.27 / 59.77 ± 1.71@@45.89,43.32 ± 4.69 / 71.58 ± 2.20@@43.32,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.71@@2.71,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,33.40 ± 2.48 / 53.36 ± 2.86@@33.40,38.74 ± 2.22 / 26.33 ± 3.09@@38.74,0.51 ± 1.01 / 33.35 ± 0.35@@0.51,64.32 ± 1.74 / 45.38 ± 2.52@@64.32,28.42 ± 1.40 / 45.62 ± 1.21@@28.42,73.20 ± 3.36 / 86.44 ± 1.88@@73.20,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.72@@2.72,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,22.49 ± 2.86 / 33.70 ± 3.25@@22.49,39.10 ± 1.30 / 28.05 ± 1.70@@39.10,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,68.67 ± 2.07 / 49.94 ± 2.37@@68.67,39.37 ± 1.25 / 53.78 ± 1.00@@39.37,74.26 ± 4.33 / 86.97 ± 2.41@@74.26,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.72@@2.72,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,35.34 ± 3.56 / 57.68 ± 2.97@@35.34,41.63 ± 1.74 / 20.32 ± 1.32@@41.63,14.64 ± 4.00 / 52.43 ± 4.24@@14.64,61.58 ± 0.90 / 36.80 ± 1.95@@61.58,30.10 ± 1.12 / 47.62 ± 0.92@@30.10,24.52 ± 10.80 / 61.93 ± 4.73@@24.52,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.73@@2.73,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,36.26 ± 1.68 / 56.41 ± 1.25@@36.26,57.72 ± 1.82 / 49.09 ± 2.31@@57.72,4.37 ± 2.97 / 37.81 ± 1.20@@4.37,53.44 ± 1.29 / 34.26 ± 1.27@@53.44,40.15 ± 1.46 / 55.31 ± 1.10@@40.15,11.40 ± 4.94 / 55.09 ± 2.59@@11.40,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.75@@2.75,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,40.34 ± 1.04 / 61.06 ± 0.63@@40.34,40.45 ± 1.69 / 20.31 ± 0.84@@40.45,14.20 ± 1.63 / 56.23 ± 1.02@@14.20,54.67 ± 1.21 / 29.51 ± 1.47@@54.67,30.28 ± 1.23 / 47.58 ± 0.94@@30.28,33.84 ± 4.47 / 67.58 ± 2.36@@33.84,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.76@@2.76,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,29.62 ± 3.47 / 41.67 ± 3.55@@29.62,36.95 ± 1.61 / 18.67 ± 1.66@@36.95,9.14 ± 1.74 / 49.43 ± 3.48@@9.14,64.39 ± 1.93 / 45.19 ± 2.04@@64.39,26.57 ± 1.07 / 44.41 ± 0.84@@26.57,56.26 ± 6.90 / 77.05 ± 3.46@@56.26,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.76@@2.76,?,?,?,✓,✗,(✓),✓,35.95 ± 3.72 / 56.61 ± 3.23@@35.95,38.19 ± 1.55 / 21.61 ± 1.12@@38.19,17.63 ± 1.96 / 56.36 ± 2.07@@17.63,59.41 ± 1.58 / 38.33 ± 1.56@@59.41,25.61 ± 1.57 / 43.16 ± 1.40@@25.61,32.31 ± 3.35 / 66.29 ± 1.60@@32.31,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.76@@2.76,?,128000.0,4096.0,✓,✗,(✓),✓,13.43 ± 4.77 / 26.79 ± 3.79@@13.43,41.78 ± 1.56 / 31.86 ± 3.10@@41.78,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,70.34 ± 1.04 / 51.71 ± 1.55@@70.34,38.34 ± 1.02 / 53.30 ± 0.92@@38.34,78.21 ± 4.19 / 89.09 ± 2.11@@78.21,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.76@@2.76,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,42.86 ± 2.00 / 62.06 ± 1.42@@42.86,43.73 ± 1.77 / 24.09 ± 1.89@@43.73,16.91 ± 1.88 / 55.07 ± 1.37@@16.91,39.45 ± 11.74 / 17.68 ± 9.65@@39.45,25.80 ± 0.96 / 43.86 ± 0.72@@25.80,33.71 ± 6.63 / 66.97 ± 2.95@@33.71,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.77@@2.77,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,40.02 ± 3.85 / 60.68 ± 2.47@@40.02,41.61 ± 2.49 / 27.26 ± 2.40@@41.61,4.87 ± 2.83 / 34.07 ± 1.14@@4.87,62.26 ± 1.72 / 37.18 ± 2.89@@62.26,28.82 ± 2.47 / 46.41 ± 1.92@@28.82,32.82 ± 9.98 / 65.96 ± 4.65@@32.82,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.77@@2.77,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,30.48 ± 1.85 / 51.68 ± 1.32@@30.48,46.86 ± 2.06 / 29.01 ± 2.34@@46.86,10.19 ± 1.56 / 46.32 ± 3.58@@10.19,66.24 ± 2.29 / 47.53 ± 2.51@@66.24,19.74 ± 1.48 / 38.70 ± 1.12@@19.74,40.55 ± 6.98 / 68.71 ± 4.04@@40.55,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.5.0.dev0@@160500
